session,block,query,config,kind,round,series,planning_ms,execution_ms,serialization_ms,planning_hit,planning_memory_kb,shared_hit,shared_read,shared_dirtied,temp_written,io_read_ms,top_rows,top_plan_rows,scan_plan_rows,scan_actual_rows,rows_removed_filter,rows_removed_recheck,exact_heap_blocks,lossy_heap_blocks,indexes_used,config_index,index_used,plan_shape,rows_ok,jit
1,B1,B1,N-0,warmup,1,B1@N-0,1.411,0.68,,36,11,31,0,0,0,,410,29,29,410,4590,0,0,0,,,False,Seq Scan on flat_numeric,True,False
1,B1,B1,N-1,warmup,1,B1@N-1,1.635,0.31,,51,14,35,0,0,0,,410,29,29,410,0,0,31,0,flat_numeric_btree_lat_lon_idx,flat_numeric_btree_lat_lon_idx,True,Bitmap Heap Scan on flat_numeric_btree [Bitmap Index Scan using flat_numeric_btree_lat_lon_idx],True,False
1,B1,B1,G-0,warmup,1,B1@G-0,4.847,1.84,,76,9,39,0,0,0,,410,64,64,410,4590,0,0,0,,,False,Seq Scan on flat_geom,True,False
1,B1,B1,G-1,warmup,1,B1@G-1,1.675,1.011,,58,13,42,0,0,0,,410,64,64,410,0,0,39,0,flat_geom_gist_idx,flat_geom_gist_idx,True,Bitmap Heap Scan on flat_geom_gist [Bitmap Index Scan using flat_geom_gist_idx],True,False
1,B1,B1,G-2,warmup,1,B1@G-2,1.41,0.526,,61,13,45,0,0,0,,410,64,64,410,0,0,39,0,flat_geom_spgist_idx,flat_geom_spgist_idx,True,Bitmap Heap Scan on flat_geom_spgist [Bitmap Index Scan using flat_geom_spgist_idx],True,False
1,B1,B1,G-3,warmup,1,B1@G-3,1.328,0.918,,52,11,39,0,0,0,,410,64,64,410,4590,0,0,0,,flat_geom_brin_idx,False,Seq Scan on flat_geom_brin,True,False
1,B1,B1,J-0g,warmup,1,B1@J-0g,0.845,24.972,,26,11,981,0,0,0,,410,1,1,410,4590,0,0,0,,,False,Seq Scan on jsonb_doc,True,False
1,B1,B1,J-1,warmup,1,B1@J-1,1.853,3.204,,60,26,342,0,0,0,,410,64,64,410,0,0,339,0,jsonb_doc_expr_geom_gist_idx,jsonb_doc_expr_geom_gist_idx,True,Bitmap Heap Scan on jsonb_doc_expr [Bitmap Index Scan using jsonb_doc_expr_geom_gist_idx],True,False
1,B1,B1,J-3c,warmup,1,B1@J-3c,0.866,3.718,,25,9,879,0,0,0,,410,64,64,410,4590,0,0,0,,,False,Seq Scan on jsonb_geom,True,False
1,B1,B1,J-3,warmup,1,B1@J-3,1.233,1.213,,38,13,331,0,0,0,,410,64,64,410,0,0,328,0,jsonb_geom_gist_idx,jsonb_geom_gist_idx,True,Bitmap Heap Scan on jsonb_geom_gist [Bitmap Index Scan using jsonb_geom_gist_idx],True,False
1,B1,B1,N-0,warmup,2,B1@N-0,0.063,0.55,,0,10,31,0,0,0,,410,29,29,410,4590,0,0,0,,,False,Seq Scan on flat_numeric,True,False
1,B1,B1,J-3,warmup,2,B1@J-3,0.057,0.384,,0,13,331,0,0,0,,410,64,64,410,0,0,328,0,jsonb_geom_gist_idx,jsonb_geom_gist_idx,True,Bitmap Heap Scan on jsonb_geom_gist [Bitmap Index Scan using jsonb_geom_gist_idx],True,False
1,B1,B1,J-3c,warmup,2,B1@J-3c,0.049,1.434,,0,9,879,0,0,0,,410,64,64,410,4590,0,0,0,,,False,Seq Scan on jsonb_geom,True,False
1,B1,B1,J-1,warmup,2,B1@J-1,0.071,2.319,,0,21,342,0,0,0,,410,64,64,410,0,0,339,0,jsonb_doc_expr_geom_gist_idx,jsonb_doc_expr_geom_gist_idx,True,Bitmap Heap Scan on jsonb_doc_expr [Bitmap Index Scan using jsonb_doc_expr_geom_gist_idx],True,False
1,B1,B1,J-0g,warmup,2,B1@J-0g,0.034,22.208,,0,11,981,0,0,0,,410,1,1,410,4590,0,0,0,,,False,Seq Scan on jsonb_doc,True,False
1,B1,B1,G-3,warmup,2,B1@G-3,0.062,0.848,,1,11,39,0,0,0,,410,64,64,410,4590,0,0,0,,flat_geom_brin_idx,False,Seq Scan on flat_geom_brin,True,False
1,B1,B1,G-2,warmup,2,B1@G-2,0.062,0.243,,0,13,45,0,0,0,,410,64,64,410,0,0,39,0,flat_geom_spgist_idx,flat_geom_spgist_idx,True,Bitmap Heap Scan on flat_geom_spgist [Bitmap Index Scan using flat_geom_spgist_idx],True,False
1,B1,B1,G-1,warmup,2,B1@G-1,0.059,0.24,,0,13,42,0,0,0,,410,64,64,410,0,0,39,0,flat_geom_gist_idx,flat_geom_gist_idx,True,Bitmap Heap Scan on flat_geom_gist [Bitmap Index Scan using flat_geom_gist_idx],True,False
1,B1,B1,G-0,warmup,2,B1@G-0,0.041,0.808,,0,9,39,0,0,0,,410,64,64,410,4590,0,0,0,,,False,Seq Scan on flat_geom,True,False
1,B1,B1,N-1,warmup,2,B1@N-1,0.072,0.178,,0,14,35,0,0,0,,410,29,29,410,0,0,31,0,flat_numeric_btree_lat_lon_idx,flat_numeric_btree_lat_lon_idx,True,Bitmap Heap Scan on flat_numeric_btree [Bitmap Index Scan using flat_numeric_btree_lat_lon_idx],True,False
1,B1,B1,G-0,warmup,3,B1@G-0,0.039,0.779,,0,9,39,0,0,0,,410,64,64,410,4590,0,0,0,,,False,Seq Scan on flat_geom,True,False
1,B1,B1,G-1,warmup,3,B1@G-1,0.055,0.237,,0,13,42,0,0,0,,410,64,64,410,0,0,39,0,flat_geom_gist_idx,flat_geom_gist_idx,True,Bitmap Heap Scan on flat_geom_gist [Bitmap Index Scan using flat_geom_gist_idx],True,False
1,B1,B1,G-2,warmup,3,B1@G-2,0.054,0.216,,0,13,45,0,0,0,,410,64,64,410,0,0,39,0,flat_geom_spgist_idx,flat_geom_spgist_idx,True,Bitmap Heap Scan on flat_geom_spgist [Bitmap Index Scan using flat_geom_spgist_idx],True,False
1,B1,B1,G-3,warmup,3,B1@G-3,0.056,0.784,,1,11,39,0,0,0,,410,64,64,410,4590,0,0,0,,flat_geom_brin_idx,False,Seq Scan on flat_geom_brin,True,False
1,B1,B1,J-0g,warmup,3,B1@J-0g,0.033,23.13,,0,11,981,0,0,0,,410,1,1,410,4590,0,0,0,,,False,Seq Scan on jsonb_doc,True,False
1,B1,B1,J-1,warmup,3,B1@J-1,0.092,2.579,,0,21,342,0,0,0,,410,64,64,410,0,0,339,0,jsonb_doc_expr_geom_gist_idx,jsonb_doc_expr_geom_gist_idx,True,Bitmap Heap Scan on jsonb_doc_expr [Bitmap Index Scan using jsonb_doc_expr_geom_gist_idx],True,False
1,B1,B1,J-3c,warmup,3,B1@J-3c,0.047,1.474,,0,9,879,0,0,0,,410,64,64,410,4590,0,0,0,,,False,Seq Scan on jsonb_geom,True,False
1,B1,B1,J-3,warmup,3,B1@J-3,0.082,0.408,,0,13,331,0,0,0,,410,64,64,410,0,0,328,0,jsonb_geom_gist_idx,jsonb_geom_gist_idx,True,Bitmap Heap Scan on jsonb_geom_gist [Bitmap Index Scan using jsonb_geom_gist_idx],True,False
1,B1,B1,N-0,warmup,3,B1@N-0,0.061,0.518,,0,10,31,0,0,0,,410,29,29,410,4590,0,0,0,,,False,Seq Scan on flat_numeric,True,False
1,B1,B1,N-1,warmup,3,B1@N-1,0.067,0.174,,0,14,35,0,0,0,,410,29,29,410,0,0,31,0,flat_numeric_btree_lat_lon_idx,flat_numeric_btree_lat_lon_idx,True,Bitmap Heap Scan on flat_numeric_btree [Bitmap Index Scan using flat_numeric_btree_lat_lon_idx],True,False
1,B1,B1,G-0,measured,1,B1@G-0,0.067,0.777,,0,9,39,0,0,0,,410,64,64,410,4590,0,0,0,,,False,Seq Scan on flat_geom,True,False
1,B1,B1,N-1,measured,1,B1@N-1,0.066,0.156,,0,14,35,0,0,0,,410,29,29,410,0,0,31,0,flat_numeric_btree_lat_lon_idx,flat_numeric_btree_lat_lon_idx,True,Bitmap Heap Scan on flat_numeric_btree [Bitmap Index Scan using flat_numeric_btree_lat_lon_idx],True,False
1,B1,B1,N-0,measured,1,B1@N-0,0.056,0.512,,0,10,31,0,0,0,,410,29,29,410,4590,0,0,0,,,False,Seq Scan on flat_numeric,True,False
1,B1,B1,J-3,measured,1,B1@J-3,0.055,0.376,,0,13,331,0,0,0,,410,64,64,410,0,0,328,0,jsonb_geom_gist_idx,jsonb_geom_gist_idx,True,Bitmap Heap Scan on jsonb_geom_gist [Bitmap Index Scan using jsonb_geom_gist_idx],True,False
1,B1,B1,J-3c,measured,1,B1@J-3c,0.038,1.34,,0,9,879,0,0,0,,410,64,64,410,4590,0,0,0,,,False,Seq Scan on jsonb_geom,True,False
1,B1,B1,J-1,measured,1,B1@J-1,0.071,2.251,,0,21,342,0,0,0,,410,64,64,410,0,0,339,0,jsonb_doc_expr_geom_gist_idx,jsonb_doc_expr_geom_gist_idx,True,Bitmap Heap Scan on jsonb_doc_expr [Bitmap Index Scan using jsonb_doc_expr_geom_gist_idx],True,False
1,B1,B1,J-0g,measured,1,B1@J-0g,0.034,23.672,,0,11,981,0,0,0,,410,1,1,410,4590,0,0,0,,,False,Seq Scan on jsonb_doc,True,False
1,B1,B1,G-3,measured,1,B1@G-3,0.087,0.883,,1,11,39,0,0,0,,410,64,64,410,4590,0,0,0,,flat_geom_brin_idx,False,Seq Scan on flat_geom_brin,True,False
1,B1,B1,G-2,measured,1,B1@G-2,0.065,0.253,,0,13,45,0,0,0,,410,64,64,410,0,0,39,0,flat_geom_spgist_idx,flat_geom_spgist_idx,True,Bitmap Heap Scan on flat_geom_spgist [Bitmap Index Scan using flat_geom_spgist_idx],True,False
1,B1,B1,G-1,measured,1,B1@G-1,0.061,0.252,,0,13,42,0,0,0,,410,64,64,410,0,0,39,0,flat_geom_gist_idx,flat_geom_gist_idx,True,Bitmap Heap Scan on flat_geom_gist [Bitmap Index Scan using flat_geom_gist_idx],True,False
1,B1,B1,G-2,measured,2,B1@G-2,0.055,0.219,,0,13,45,0,0,0,,410,64,64,410,0,0,39,0,flat_geom_spgist_idx,flat_geom_spgist_idx,True,Bitmap Heap Scan on flat_geom_spgist [Bitmap Index Scan using flat_geom_spgist_idx],True,False
1,B1,B1,G-3,measured,2,B1@G-3,0.054,0.786,,1,11,39,0,0,0,,410,64,64,410,4590,0,0,0,,flat_geom_brin_idx,False,Seq Scan on flat_geom_brin,True,False
1,B1,B1,J-0g,measured,2,B1@J-0g,0.048,24.211,,0,11,981,0,0,0,,410,1,1,410,4590,0,0,0,,,False,Seq Scan on jsonb_doc,True,False
1,B1,B1,J-1,measured,2,B1@J-1,0.086,2.588,,0,21,342,0,0,0,,410,64,64,410,0,0,339,0,jsonb_doc_expr_geom_gist_idx,jsonb_doc_expr_geom_gist_idx,True,Bitmap Heap Scan on jsonb_doc_expr [Bitmap Index Scan using jsonb_doc_expr_geom_gist_idx],True,False
1,B1,B1,J-3c,measured,2,B1@J-3c,0.053,1.617,,0,9,879,0,0,0,,410,64,64,410,4590,0,0,0,,,False,Seq Scan on jsonb_geom,True,False
1,B1,B1,J-3,measured,2,B1@J-3,0.062,0.429,,0,13,331,0,0,0,,410,64,64,410,0,0,328,0,jsonb_geom_gist_idx,jsonb_geom_gist_idx,True,Bitmap Heap Scan on jsonb_geom_gist [Bitmap Index Scan using jsonb_geom_gist_idx],True,False
1,B1,B1,N-0,measured,2,B1@N-0,0.061,0.531,,0,10,31,0,0,0,,410,29,29,410,4590,0,0,0,,,False,Seq Scan on flat_numeric,True,False
1,B1,B1,N-1,measured,2,B1@N-1,0.069,0.225,,0,14,35,0,0,0,,410,29,29,410,0,0,31,0,flat_numeric_btree_lat_lon_idx,flat_numeric_btree_lat_lon_idx,True,Bitmap Heap Scan on flat_numeric_btree [Bitmap Index Scan using flat_numeric_btree_lat_lon_idx],True,False
1,B1,B1,G-0,measured,2,B1@G-0,0.041,0.834,,0,9,39,0,0,0,,410,64,64,410,4590,0,0,0,,,False,Seq Scan on flat_geom,True,False
1,B1,B1,G-1,measured,2,B1@G-1,0.059,0.241,,0,13,42,0,0,0,,410,64,64,410,0,0,39,0,flat_geom_gist_idx,flat_geom_gist_idx,True,Bitmap Heap Scan on flat_geom_gist [Bitmap Index Scan using flat_geom_gist_idx],True,False
1,B1,B1,G-2,measured,3,B1@G-2,0.058,0.231,,0,13,45,0,0,0,,410,64,64,410,0,0,39,0,flat_geom_spgist_idx,flat_geom_spgist_idx,True,Bitmap Heap Scan on flat_geom_spgist [Bitmap Index Scan using flat_geom_spgist_idx],True,False
1,B1,B1,G-1,measured,3,B1@G-1,0.057,0.237,,0,13,42,0,0,0,,410,64,64,410,0,0,39,0,flat_geom_gist_idx,flat_geom_gist_idx,True,Bitmap Heap Scan on flat_geom_gist [Bitmap Index Scan using flat_geom_gist_idx],True,False
1,B1,B1,G-0,measured,3,B1@G-0,0.04,0.817,,0,9,39,0,0,0,,410,64,64,410,4590,0,0,0,,,False,Seq Scan on flat_geom,True,False
1,B1,B1,N-1,measured,3,B1@N-1,0.075,0.179,,0,14,35,0,0,0,,410,29,29,410,0,0,31,0,flat_numeric_btree_lat_lon_idx,flat_numeric_btree_lat_lon_idx,True,Bitmap Heap Scan on flat_numeric_btree [Bitmap Index Scan using flat_numeric_btree_lat_lon_idx],True,False
1,B1,B1,N-0,measured,3,B1@N-0,0.062,0.599,,0,10,31,0,0,0,,410,29,29,410,4590,0,0,0,,,False,Seq Scan on flat_numeric,True,False
1,B1,B1,J-3,measured,3,B1@J-3,0.06,0.422,,0,13,331,0,0,0,,410,64,64,410,0,0,328,0,jsonb_geom_gist_idx,jsonb_geom_gist_idx,True,Bitmap Heap Scan on jsonb_geom_gist [Bitmap Index Scan using jsonb_geom_gist_idx],True,False
1,B1,B1,J-3c,measured,3,B1@J-3c,0.042,1.489,,0,9,879,0,0,0,,410,64,64,410,4590,0,0,0,,,False,Seq Scan on jsonb_geom,True,False
1,B1,B1,J-1,measured,3,B1@J-1,0.078,2.456,,0,21,342,0,0,0,,410,64,64,410,0,0,339,0,jsonb_doc_expr_geom_gist_idx,jsonb_doc_expr_geom_gist_idx,True,Bitmap Heap Scan on jsonb_doc_expr [Bitmap Index Scan using jsonb_doc_expr_geom_gist_idx],True,False
1,B1,B1,J-0g,measured,3,B1@J-0g,0.038,24.668,,0,11,981,0,0,0,,410,1,1,410,4590,0,0,0,,,False,Seq Scan on jsonb_doc,True,False
1,B1,B1,G-3,measured,3,B1@G-3,0.068,0.884,,1,11,39,0,0,0,,410,64,64,410,4590,0,0,0,,flat_geom_brin_idx,False,Seq Scan on flat_geom_brin,True,False
1,B1,B1,J-0g,measured,4,B1@J-0g,0.04,21.41,,0,11,981,0,0,0,,410,1,1,410,4590,0,0,0,,,False,Seq Scan on jsonb_doc,True,False
1,B1,B1,J-1,measured,4,B1@J-1,0.081,2.211,,0,21,342,0,0,0,,410,64,64,410,0,0,339,0,jsonb_doc_expr_geom_gist_idx,jsonb_doc_expr_geom_gist_idx,True,Bitmap Heap Scan on jsonb_doc_expr [Bitmap Index Scan using jsonb_doc_expr_geom_gist_idx],True,False
1,B1,B1,J-3c,measured,4,B1@J-3c,0.042,1.396,,0,9,879,0,0,0,,410,64,64,410,4590,0,0,0,,,False,Seq Scan on jsonb_geom,True,False
1,B1,B1,J-3,measured,4,B1@J-3,0.058,0.387,,0,13,331,0,0,0,,410,64,64,410,0,0,328,0,jsonb_geom_gist_idx,jsonb_geom_gist_idx,True,Bitmap Heap Scan on jsonb_geom_gist [Bitmap Index Scan using jsonb_geom_gist_idx],True,False
1,B1,B1,N-0,measured,4,B1@N-0,0.058,0.504,,0,10,31,0,0,0,,410,29,29,410,4590,0,0,0,,,False,Seq Scan on flat_numeric,True,False
1,B1,B1,N-1,measured,4,B1@N-1,0.066,0.164,,0,14,35,0,0,0,,410,29,29,410,0,0,31,0,flat_numeric_btree_lat_lon_idx,flat_numeric_btree_lat_lon_idx,True,Bitmap Heap Scan on flat_numeric_btree [Bitmap Index Scan using flat_numeric_btree_lat_lon_idx],True,False
1,B1,B1,G-0,measured,4,B1@G-0,0.038,0.758,,0,9,39,0,0,0,,410,64,64,410,4590,0,0,0,,,False,Seq Scan on flat_geom,True,False
1,B1,B1,G-1,measured,4,B1@G-1,0.054,0.221,,0,13,42,0,0,0,,410,64,64,410,0,0,39,0,flat_geom_gist_idx,flat_geom_gist_idx,True,Bitmap Heap Scan on flat_geom_gist [Bitmap Index Scan using flat_geom_gist_idx],True,False
1,B1,B1,G-2,measured,4,B1@G-2,0.054,0.221,,0,13,45,0,0,0,,410,64,64,410,0,0,39,0,flat_geom_spgist_idx,flat_geom_spgist_idx,True,Bitmap Heap Scan on flat_geom_spgist [Bitmap Index Scan using flat_geom_spgist_idx],True,False
1,B1,B1,G-3,measured,4,B1@G-3,0.053,0.757,,1,11,39,0,0,0,,410,64,64,410,4590,0,0,0,,flat_geom_brin_idx,False,Seq Scan on flat_geom_brin,True,False
1,B1,B1,J-0g,measured,5,B1@J-0g,0.032,22.922,,0,11,981,0,0,0,,410,1,1,410,4590,0,0,0,,,False,Seq Scan on jsonb_doc,True,False
1,B1,B1,G-3,measured,5,B1@G-3,0.077,0.852,,1,11,39,0,0,0,,410,64,64,410,4590,0,0,0,,flat_geom_brin_idx,False,Seq Scan on flat_geom_brin,True,False
1,B1,B1,G-2,measured,5,B1@G-2,0.079,0.251,,0,13,45,0,0,0,,410,64,64,410,0,0,39,0,flat_geom_spgist_idx,flat_geom_spgist_idx,True,Bitmap Heap Scan on flat_geom_spgist [Bitmap Index Scan using flat_geom_spgist_idx],True,False
1,B1,B1,G-1,measured,5,B1@G-1,0.061,0.243,,0,13,42,0,0,0,,410,64,64,410,0,0,39,0,flat_geom_gist_idx,flat_geom_gist_idx,True,Bitmap Heap Scan on flat_geom_gist [Bitmap Index Scan using flat_geom_gist_idx],True,False
1,B1,B1,G-0,measured,5,B1@G-0,0.039,0.786,,0,9,39,0,0,0,,410,64,64,410,4590,0,0,0,,,False,Seq Scan on flat_geom,True,False
1,B1,B1,N-1,measured,5,B1@N-1,0.084,0.184,,0,14,35,0,0,0,,410,29,29,410,0,0,31,0,flat_numeric_btree_lat_lon_idx,flat_numeric_btree_lat_lon_idx,True,Bitmap Heap Scan on flat_numeric_btree [Bitmap Index Scan using flat_numeric_btree_lat_lon_idx],True,False
1,B1,B1,N-0,measured,5,B1@N-0,0.063,0.569,,0,10,31,0,0,0,,410,29,29,410,4590,0,0,0,,,False,Seq Scan on flat_numeric,True,False
1,B1,B1,J-3,measured,5,B1@J-3,0.06,0.424,,0,13,331,0,0,0,,410,64,64,410,0,0,328,0,jsonb_geom_gist_idx,jsonb_geom_gist_idx,True,Bitmap Heap Scan on jsonb_geom_gist [Bitmap Index Scan using jsonb_geom_gist_idx],True,False
1,B1,B1,J-3c,measured,5,B1@J-3c,0.042,1.48,,0,9,879,0,0,0,,410,64,64,410,4590,0,0,0,,,False,Seq Scan on jsonb_geom,True,False
1,B1,B1,J-1,measured,5,B1@J-1,0.077,2.5,,0,21,342,0,0,0,,410,64,64,410,0,0,339,0,jsonb_doc_expr_geom_gist_idx,jsonb_doc_expr_geom_gist_idx,True,Bitmap Heap Scan on jsonb_doc_expr [Bitmap Index Scan using jsonb_doc_expr_geom_gist_idx],True,False
1,B1,B1,J-3c,measured,6,B1@J-3c,0.043,1.368,,0,9,879,0,0,0,,410,64,64,410,4590,0,0,0,,,False,Seq Scan on jsonb_geom,True,False
1,B1,B1,J-3,measured,6,B1@J-3,0.061,0.391,,0,13,331,0,0,0,,410,64,64,410,0,0,328,0,jsonb_geom_gist_idx,jsonb_geom_gist_idx,True,Bitmap Heap Scan on jsonb_geom_gist [Bitmap Index Scan using jsonb_geom_gist_idx],True,False
1,B1,B1,N-0,measured,6,B1@N-0,0.064,0.581,,0,10,31,0,0,0,,410,29,29,410,4590,0,0,0,,,False,Seq Scan on flat_numeric,True,False
1,B1,B1,N-1,measured,6,B1@N-1,0.073,0.191,,0,14,35,0,0,0,,410,29,29,410,0,0,31,0,flat_numeric_btree_lat_lon_idx,flat_numeric_btree_lat_lon_idx,True,Bitmap Heap Scan on flat_numeric_btree [Bitmap Index Scan using flat_numeric_btree_lat_lon_idx],True,False
1,B1,B1,G-0,measured,6,B1@G-0,0.043,0.884,,0,9,39,0,0,0,,410,64,64,410,4590,0,0,0,,,False,Seq Scan on flat_geom,True,False
1,B1,B1,G-1,measured,6,B1@G-1,0.085,0.321,,0,13,42,0,0,0,,410,64,64,410,0,0,39,0,flat_geom_gist_idx,flat_geom_gist_idx,True,Bitmap Heap Scan on flat_geom_gist [Bitmap Index Scan using flat_geom_gist_idx],True,False
1,B1,B1,G-2,measured,6,B1@G-2,0.075,0.275,,0,13,45,0,0,0,,410,64,64,410,0,0,39,0,flat_geom_spgist_idx,flat_geom_spgist_idx,True,Bitmap Heap Scan on flat_geom_spgist [Bitmap Index Scan using flat_geom_spgist_idx],True,False
1,B1,B1,G-3,measured,6,B1@G-3,0.073,0.886,,1,11,39,0,0,0,,410,64,64,410,4590,0,0,0,,flat_geom_brin_idx,False,Seq Scan on flat_geom_brin,True,False
1,B1,B1,J-0g,measured,6,B1@J-0g,0.038,24.598,,0,11,981,0,0,0,,410,1,1,410,4590,0,0,0,,,False,Seq Scan on jsonb_doc,True,False
1,B1,B1,J-1,measured,6,B1@J-1,0.094,2.574,,0,21,342,0,0,0,,410,64,64,410,0,0,339,0,jsonb_doc_expr_geom_gist_idx,jsonb_doc_expr_geom_gist_idx,True,Bitmap Heap Scan on jsonb_doc_expr [Bitmap Index Scan using jsonb_doc_expr_geom_gist_idx],True,False
1,B1,B1,J-3c,measured,7,B1@J-3c,0.044,1.515,,0,9,879,0,0,0,,410,64,64,410,4590,0,0,0,,,False,Seq Scan on jsonb_geom,True,False
1,B1,B1,J-1,measured,7,B1@J-1,0.072,2.213,,0,21,342,0,0,0,,410,64,64,410,0,0,339,0,jsonb_doc_expr_geom_gist_idx,jsonb_doc_expr_geom_gist_idx,True,Bitmap Heap Scan on jsonb_doc_expr [Bitmap Index Scan using jsonb_doc_expr_geom_gist_idx],True,False
1,B1,B1,J-0g,measured,7,B1@J-0g,0.032,23.396,,0,11,981,0,0,0,,410,1,1,410,4590,0,0,0,,,False,Seq Scan on jsonb_doc,True,False
1,B1,B1,G-3,measured,7,B1@G-3,0.072,0.898,,1,11,39,0,0,0,,410,64,64,410,4590,0,0,0,,flat_geom_brin_idx,False,Seq Scan on flat_geom_brin,True,False
1,B1,B1,G-2,measured,7,B1@G-2,0.067,0.262,,0,13,45,0,0,0,,410,64,64,410,0,0,39,0,flat_geom_spgist_idx,flat_geom_spgist_idx,True,Bitmap Heap Scan on flat_geom_spgist [Bitmap Index Scan using flat_geom_spgist_idx],True,False
1,B1,B1,G-1,measured,7,B1@G-1,0.076,0.24,,0,13,42,0,0,0,,410,64,64,410,0,0,39,0,flat_geom_gist_idx,flat_geom_gist_idx,True,Bitmap Heap Scan on flat_geom_gist [Bitmap Index Scan using flat_geom_gist_idx],True,False
1,B1,B1,G-0,measured,7,B1@G-0,0.041,0.829,,0,9,39,0,0,0,,410,64,64,410,4590,0,0,0,,,False,Seq Scan on flat_geom,True,False
1,B1,B1,N-1,measured,7,B1@N-1,0.075,0.181,,0,14,35,0,0,0,,410,29,29,410,0,0,31,0,flat_numeric_btree_lat_lon_idx,flat_numeric_btree_lat_lon_idx,True,Bitmap Heap Scan on flat_numeric_btree [Bitmap Index Scan using flat_numeric_btree_lat_lon_idx],True,False
1,B1,B1,N-0,measured,7,B1@N-0,0.063,0.642,,0,10,31,0,0,0,,410,29,29,410,4590,0,0,0,,,False,Seq Scan on flat_numeric,True,False
1,B1,B1,J-3,measured,7,B1@J-3,0.064,0.442,,0,13,331,0,0,0,,410,64,64,410,0,0,328,0,jsonb_geom_gist_idx,jsonb_geom_gist_idx,True,Bitmap Heap Scan on jsonb_geom_gist [Bitmap Index Scan using jsonb_geom_gist_idx],True,False
1,B1,B1,N-0,measured,8,B1@N-0,0.064,0.582,,0,10,31,0,0,0,,410,29,29,410,4590,0,0,0,,,False,Seq Scan on flat_numeric,True,False
1,B1,B1,N-1,measured,8,B1@N-1,0.073,0.18,,0,14,35,0,0,0,,410,29,29,410,0,0,31,0,flat_numeric_btree_lat_lon_idx,flat_numeric_btree_lat_lon_idx,True,Bitmap Heap Scan on flat_numeric_btree [Bitmap Index Scan using flat_numeric_btree_lat_lon_idx],True,False
1,B1,B1,G-0,measured,8,B1@G-0,0.042,0.873,,0,9,39,0,0,0,,410,64,64,410,4590,0,0,0,,,False,Seq Scan on flat_geom,True,False
1,B1,B1,G-1,measured,8,B1@G-1,0.06,0.245,,0,13,42,0,0,0,,410,64,64,410,0,0,39,0,flat_geom_gist_idx,flat_geom_gist_idx,True,Bitmap Heap Scan on flat_geom_gist [Bitmap Index Scan using flat_geom_gist_idx],True,False
1,B1,B1,G-2,measured,8,B1@G-2,0.06,0.262,,0,13,45,0,0,0,,410,64,64,410,0,0,39,0,flat_geom_spgist_idx,flat_geom_spgist_idx,True,Bitmap Heap Scan on flat_geom_spgist [Bitmap Index Scan using flat_geom_spgist_idx],True,False
1,B1,B1,G-3,measured,8,B1@G-3,0.063,0.895,,1,11,39,0,0,0,,410,64,64,410,4590,0,0,0,,flat_geom_brin_idx,False,Seq Scan on flat_geom_brin,True,False
1,B1,B1,J-0g,measured,8,B1@J-0g,0.038,25.277,,0,11,981,0,0,0,,410,1,1,410,4590,0,0,0,,,False,Seq Scan on jsonb_doc,True,False
1,B1,B1,J-1,measured,8,B1@J-1,0.093,2.6,,0,21,342,0,0,0,,410,64,64,410,0,0,339,0,jsonb_doc_expr_geom_gist_idx,jsonb_doc_expr_geom_gist_idx,True,Bitmap Heap Scan on jsonb_doc_expr [Bitmap Index Scan using jsonb_doc_expr_geom_gist_idx],True,False
1,B1,B1,J-3c,measured,8,B1@J-3c,0.045,1.515,,0,9,879,0,0,0,,410,64,64,410,4590,0,0,0,,,False,Seq Scan on jsonb_geom,True,False
1,B1,B1,J-3,measured,8,B1@J-3,0.062,0.414,,0,13,331,0,0,0,,410,64,64,410,0,0,328,0,jsonb_geom_gist_idx,jsonb_geom_gist_idx,True,Bitmap Heap Scan on jsonb_geom_gist [Bitmap Index Scan using jsonb_geom_gist_idx],True,False
1,B1,B1,N-0,measured,9,B1@N-0,0.059,0.516,,0,10,31,0,0,0,,410,29,29,410,4590,0,0,0,,,False,Seq Scan on flat_numeric,True,False
1,B1,B1,J-3,measured,9,B1@J-3,0.054,0.349,,0,13,331,0,0,0,,410,64,64,410,0,0,328,0,jsonb_geom_gist_idx,jsonb_geom_gist_idx,True,Bitmap Heap Scan on jsonb_geom_gist [Bitmap Index Scan using jsonb_geom_gist_idx],True,False
1,B1,B1,J-3c,measured,9,B1@J-3c,0.052,1.36,,0,9,879,0,0,0,,410,64,64,410,4590,0,0,0,,,False,Seq Scan on jsonb_geom,True,False
1,B1,B1,J-1,measured,9,B1@J-1,0.073,2.419,,0,21,342,0,0,0,,410,64,64,410,0,0,339,0,jsonb_doc_expr_geom_gist_idx,jsonb_doc_expr_geom_gist_idx,True,Bitmap Heap Scan on jsonb_doc_expr [Bitmap Index Scan using jsonb_doc_expr_geom_gist_idx],True,False
1,B1,B1,J-0g,measured,9,B1@J-0g,0.037,25.448,,0,11,981,0,0,0,,410,1,1,410,4590,0,0,0,,,False,Seq Scan on jsonb_doc,True,False
1,B1,B1,G-3,measured,9,B1@G-3,0.093,0.967,,1,11,39,0,0,0,,410,64,64,410,4590,0,0,0,,flat_geom_brin_idx,False,Seq Scan on flat_geom_brin,True,False
