comparison,block,a,b,metric,a_median,a_p25,a_p75,a_min,a_max,b_median,b_p25,b_p75,b_min,b_max,ratio_b_over_a,rule,result
index effect jsonb: X-0 vs X-1,UA-2,UA-2/jsonb/X-0,UA-2/jsonb/X-1,toast_growth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,min-max ranges non-overlapping,identical
index effect jsonb: X-0 vs X-1,UA-2,UA-2/jsonb/X-0,UA-2/jsonb/X-1,secondary_index_growth,0.0,0.0,0.0,0.0,0.0,8192.0,8192.0,8192.0,8192.0,8192.0,,min-max ranges non-overlapping,consistent: jsonb/X-0 lower
index effect jsonb: X-0 vs X-1,UA-2,UA-2/jsonb/X-0,UA-2/jsonb/X-1,dead_after,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,1.0,min-max ranges non-overlapping,identical
index effect jsonb: X-0 vs X-1,UA-2,UA-2/jsonb/X-0,UA-2/jsonb/X-1,hot_updates,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,min-max ranges non-overlapping,consistent: jsonb/X-1 lower
index effect jsonb: X-0 vs X-1,UA-2,UA-2/jsonb/X-0,UA-2/jsonb/X-1,docs_compressed_after,2878.0,2878.0,2878.0,2878.0,2878.0,2878.0,2878.0,2878.0,2878.0,2878.0,1.0,min-max ranges non-overlapping,identical
GIN effect jsonb only: X-1 vs X-4,UA-2,UA-2/jsonb/X-1,UA-2/jsonb/X-4,exec_ms,48.443,44.492,73.182,35.166,94.278,110.796,108.11,142.589,90.52,190.288,2.2871415890840785,Step 6A: IQR non-overlap and >= 10 % median difference,measurable: jsonb/X-1 faster
GIN effect jsonb only: X-1 vs X-4,UA-2,UA-2/jsonb/X-1,UA-2/jsonb/X-4,client_total_ms,64.962,55.681999999999995,86.346,41.322,105.552,132.05700000000002,120.489,153.552,97.02799999999999,204.335,2.0328345802161265,Step 6A: IQR non-overlap and >= 10 % median difference,measurable: jsonb/X-1 faster
GIN effect jsonb only: X-1 vs X-4,UA-2,UA-2/jsonb/X-1,UA-2/jsonb/X-4,explain_wal_bytes,2626625.0,2626625.0,2626625.0,2626625.0,2626625.0,3383067.0,3383067.0,3383067.0,3383067.0,3383067.0,1.2879901013658213,min-max ranges non-overlapping,consistent: jsonb/X-1 lower
GIN effect jsonb only: X-1 vs X-4,UA-2,UA-2/jsonb/X-1,UA-2/jsonb/X-4,lsn_diff_bytes,2648992.0,2648968.0,2648992.0,2648968.0,2652152.0,3408840.0,3408840.0,3408856.0,3408840.0,3409544.0,1.2868442033800027,min-max ranges non-overlapping,consistent: jsonb/X-1 lower
GIN effect jsonb only: X-1 vs X-4,UA-2,UA-2/jsonb/X-1,UA-2/jsonb/X-4,stat_wal_records,1921.0,1921.0,1921.0,1921.0,1922.0,2520.0,2520.0,2521.0,2520.0,2523.0,1.3118167621030714,min-max ranges non-overlapping,consistent: jsonb/X-1 lower
GIN effect jsonb only: X-1 vs X-4,UA-2,UA-2/jsonb/X-1,UA-2/jsonb/X-4,stat_wal_fpi,286.0,286.0,286.0,286.0,287.0,286.0,286.0,286.0,286.0,289.0,1.0,min-max ranges non-overlapping,overlapping
GIN effect jsonb only: X-1 vs X-4,UA-2,UA-2/jsonb/X-1,UA-2/jsonb/X-4,shared_dirtied,341.0,341.0,341.0,341.0,341.0,466.0,466.0,466.0,466.0,466.0,1.3665689149560116,min-max ranges non-overlapping,consistent: jsonb/X-1 lower
GIN effect jsonb only: X-1 vs X-4,UA-2,UA-2/jsonb/X-1,UA-2/jsonb/X-4,io_extends,51.0,51.0,51.0,51.0,51.0,174.0,174.0,174.0,174.0,174.0,3.411764705882353,min-max ranges non-overlapping,consistent: jsonb/X-1 lower
GIN effect jsonb only: X-1 vs X-4,UA-2,UA-2/jsonb/X-1,UA-2/jsonb/X-4,heap_growth,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,1.0,min-max ranges non-overlapping,identical
GIN effect jsonb only: X-1 vs X-4,UA-2,UA-2/jsonb/X-1,UA-2/jsonb/X-4,toast_growth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,min-max ranges non-overlapping,identical
GIN effect jsonb only: X-1 vs X-4,UA-2,UA-2/jsonb/X-1,UA-2/jsonb/X-4,secondary_index_growth,8192.0,8192.0,8192.0,8192.0,8192.0,1015808.0,1015808.0,1015808.0,1015808.0,1015808.0,124.0,min-max ranges non-overlapping,consistent: jsonb/X-1 lower
GIN effect jsonb only: X-1 vs X-4,UA-2,UA-2/jsonb/X-1,UA-2/jsonb/X-4,dead_after,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,1.0,min-max ranges non-overlapping,identical
GIN effect jsonb only: X-1 vs X-4,UA-2,UA-2/jsonb/X-1,UA-2/jsonb/X-4,hot_updates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,min-max ranges non-overlapping,identical
GIN effect jsonb only: X-1 vs X-4,UA-2,UA-2/jsonb/X-1,UA-2/jsonb/X-4,docs_compressed_after,2878.0,2878.0,2878.0,2878.0,2878.0,2878.0,2878.0,2878.0,2878.0,2878.0,1.0,min-max ranges non-overlapping,identical
index effect json: X-0 vs X-1,UA-3,UA-3/json/X-0,UA-3/json/X-1,exec_ms,760.26,704.018,846.289,461.688,866.121,1912.065,1800.654,2011.478,1788.048,2273.624,2.5150146002683296,Step 6A: IQR non-overlap and >= 10 % median difference,measurable: json/X-0 faster
index effect json: X-0 vs X-1,UA-3,UA-3/json/X-0,UA-3/json/X-1,client_total_ms,768.6809999999999,715.101,858.083,464.536,874.4630000000001,1924.4930000000002,1814.831,2029.6610000000003,1793.757,2279.344,2.50363024453577,Step 6A: IQR non-overlap and >= 10 % median difference,measurable: json/X-0 faster
index effect json: X-0 vs X-1,UA-3,UA-3/json/X-0,UA-3/json/X-1,explain_wal_bytes,18232798.0,18232798.0,18232798.0,18232798.0,18232798.0,20498141.0,20498141.0,20498141.0,20498141.0,20498141.0,1.1242454943009843,min-max ranges non-overlapping,consistent: json/X-0 lower
index effect json: X-0 vs X-1,UA-3,UA-3/json/X-0,UA-3/json/X-1,lsn_diff_bytes,18397904.0,18397904.0,18397904.0,18397880.0,18397960.0,20671336.0,20671320.0,20671376.0,20671320.0,20671416.0,1.123570163209896,min-max ranges non-overlapping,consistent: json/X-0 lower
index effect json: X-0 vs X-1,UA-3,UA-3/json/X-0,UA-3/json/X-1,stat_wal_records,15062.0,15062.0,15063.0,15062.0,15063.0,40528.0,40527.0,40528.0,40527.0,40529.0,2.690744920993228,min-max ranges non-overlapping,consistent: json/X-0 lower
index effect json: X-0 vs X-1,UA-3,UA-3/json/X-0,UA-3/json/X-1,stat_wal_fpi,1265.0,1265.0,1266.0,1265.0,1266.0,1319.0,1318.0,1319.0,1318.0,1319.0,1.042687747035573,min-max ranges non-overlapping,consistent: json/X-0 lower
index effect json: X-0 vs X-1,UA-3,UA-3/json/X-0,UA-3/json/X-1,shared_dirtied,2531.0,2531.0,2531.0,2531.0,2531.0,2638.0,2638.0,2638.0,2638.0,2638.0,1.0422757803239826,min-max ranges non-overlapping,consistent: json/X-0 lower
index effect json: X-0 vs X-1,UA-3,UA-3/json/X-0,UA-3/json/X-1,io_extends,1262.0,1262.0,1262.0,1262.0,1262.0,1316.0,1316.0,1316.0,1316.0,1316.0,1.0427892234548335,min-max ranges non-overlapping,consistent: json/X-0 lower
index effect json: X-0 vs X-1,UA-3,UA-3/json/X-0,UA-3/json/X-1,heap_growth,10223616.0,10223616.0,10223616.0,10223616.0,10223616.0,10223616.0,10223616.0,10223616.0,10223616.0,10223616.0,1.0,min-max ranges non-overlapping,identical
index effect json: X-0 vs X-1,UA-3,UA-3/json/X-0,UA-3/json/X-1,toast_growth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,min-max ranges non-overlapping,identical
index effect json: X-0 vs X-1,UA-3,UA-3/json/X-0,UA-3/json/X-1,secondary_index_growth,0.0,0.0,0.0,0.0,0.0,442368.0,442368.0,442368.0,442368.0,442368.0,,min-max ranges non-overlapping,consistent: json/X-0 lower
index effect json: X-0 vs X-1,UA-3,UA-3/json/X-0,UA-3/json/X-1,dead_after,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,1.0,min-max ranges non-overlapping,identical
index effect json: X-0 vs X-1,UA-3,UA-3/json/X-0,UA-3/json/X-1,hot_updates,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,min-max ranges non-overlapping,consistent: json/X-1 lower
index effect json: X-0 vs X-1,UA-3,UA-3/json/X-0,UA-3/json/X-1,docs_compressed_after,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,min-max ranges non-overlapping,identical
index effect jsonb: X-0 vs X-1,UA-3,UA-3/jsonb/X-0,UA-3/jsonb/X-1,exec_ms,983.312,948.85,1027.263,872.173,1082.696,1120.78,1051.604,1268.303,1035.749,1382.389,1.1398009990725222,Step 6A: IQR non-overlap and >= 10 % median difference,measurable: jsonb/X-0 faster
index effect jsonb: X-0 vs X-1,UA-3,UA-3/jsonb/X-0,UA-3/jsonb/X-1,client_total_ms,986.196,957.739,1042.905,879.222,1096.8430000000003,1147.829,1063.8650000000002,1281.987,1044.343,1396.524,1.1638954122709886,Step 6A: IQR non-overlap and >= 10 % median difference,measurable: jsonb/X-0 faster
index effect jsonb: X-0 vs X-1,UA-3,UA-3/jsonb/X-0,UA-3/jsonb/X-1,explain_wal_bytes,15788614.0,15788614.0,15788614.0,15788614.0,15788614.0,18046214.0,18046214.0,18046214.0,18046214.0,18046214.0,1.1429891186142114,min-max ranges non-overlapping,consistent: jsonb/X-0 lower
index effect jsonb: X-0 vs X-1,UA-3,UA-3/jsonb/X-0,UA-3/jsonb/X-1,lsn_diff_bytes,15928920.0,15928920.0,15928944.0,15928904.0,15928976.0,18195096.0,18195096.0,18195152.0,18195096.0,18195808.0,1.1422680257041908,min-max ranges non-overlapping,consistent: jsonb/X-0 lower
index effect jsonb: X-0 vs X-1,UA-3,UA-3/jsonb/X-0,UA-3/jsonb/X-1,stat_wal_records,15063.0,15063.0,15063.0,15063.0,15064.0,40532.0,40532.0,40533.0,40532.0,40533.0,2.690831839606984,min-max ranges non-overlapping,consistent: jsonb/X-0 lower
index effect jsonb: X-0 vs X-1,UA-3,UA-3/jsonb/X-0,UA-3/jsonb/X-1,stat_wal_fpi,996.0,996.0,996.0,996.0,996.0,1048.0,1048.0,1048.0,1048.0,1049.0,1.0522088353413654,min-max ranges non-overlapping,consistent: jsonb/X-0 lower
index effect jsonb: X-0 vs X-1,UA-3,UA-3/jsonb/X-0,UA-3/jsonb/X-1,shared_dirtied,1995.0,1995.0,1995.0,1995.0,1995.0,2101.0,2101.0,2101.0,2101.0,2101.0,1.0531328320802005,min-max ranges non-overlapping,consistent: jsonb/X-0 lower
index effect jsonb: X-0 vs X-1,UA-3,UA-3/jsonb/X-0,UA-3/jsonb/X-1,io_extends,995.0,995.0,995.0,995.0,995.0,1049.0,1049.0,1049.0,1049.0,1049.0,1.0542713567839197,min-max ranges non-overlapping,consistent: jsonb/X-0 lower
index effect jsonb: X-0 vs X-1,UA-3,UA-3/jsonb/X-0,UA-3/jsonb/X-1,heap_growth,8036352.0,8036352.0,8036352.0,8036352.0,8036352.0,8036352.0,8036352.0,8036352.0,8036352.0,8036352.0,1.0,min-max ranges non-overlapping,identical
index effect jsonb: X-0 vs X-1,UA-3,UA-3/jsonb/X-0,UA-3/jsonb/X-1,toast_growth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,min-max ranges non-overlapping,identical
index effect jsonb: X-0 vs X-1,UA-3,UA-3/jsonb/X-0,UA-3/jsonb/X-1,secondary_index_growth,0.0,0.0,0.0,0.0,0.0,442368.0,442368.0,442368.0,442368.0,442368.0,,min-max ranges non-overlapping,consistent: jsonb/X-0 lower
index effect jsonb: X-0 vs X-1,UA-3,UA-3/jsonb/X-0,UA-3/jsonb/X-1,dead_after,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,1.0,min-max ranges non-overlapping,identical
index effect jsonb: X-0 vs X-1,UA-3,UA-3/jsonb/X-0,UA-3/jsonb/X-1,hot_updates,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,min-max ranges non-overlapping,consistent: jsonb/X-1 lower
index effect jsonb: X-0 vs X-1,UA-3,UA-3/jsonb/X-0,UA-3/jsonb/X-1,docs_compressed_after,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,1.0,min-max ranges non-overlapping,identical
GIN effect jsonb only: X-1 vs X-4,UA-3,UA-3/jsonb/X-1,UA-3/jsonb/X-4,exec_ms,1120.78,1051.604,1268.303,1035.749,1382.389,3423.215,3366.026,3567.837,3302.024,3756.612,3.054314852156534,Step 6A: IQR non-overlap and >= 10 % median difference,measurable: jsonb/X-1 faster
GIN effect jsonb only: X-1 vs X-4,UA-3,UA-3/jsonb/X-1,UA-3/jsonb/X-4,client_total_ms,1147.829,1063.8650000000002,1281.987,1044.343,1396.524,3441.584,3382.326,3576.54,3309.9459999999995,3765.3630000000003,2.998342087540914,Step 6A: IQR non-overlap and >= 10 % median difference,measurable: jsonb/X-1 faster
GIN effect jsonb only: X-1 vs X-4,UA-3,UA-3/jsonb/X-1,UA-3/jsonb/X-4,explain_wal_bytes,18046214.0,18046214.0,18046214.0,18046214.0,18046214.0,47835203.0,47835203.0,47835203.0,47835203.0,47835203.0,2.650705738056747,min-max ranges non-overlapping,consistent: jsonb/X-1 lower
GIN effect jsonb only: X-1 vs X-4,UA-3,UA-3/jsonb/X-1,UA-3/jsonb/X-4,lsn_diff_bytes,18195096.0,18195096.0,18195152.0,18195096.0,18195808.0,48384576.0,48384536.0,48384616.0,48384520.0,48590424.0,2.6592097123312786,min-max ranges non-overlapping,consistent: jsonb/X-1 lower
GIN effect jsonb only: X-1 vs X-4,UA-3,UA-3/jsonb/X-1,UA-3/jsonb/X-4,stat_wal_records,40532.0,40532.0,40533.0,40532.0,40533.0,124678.0,124677.0,124678.0,124677.0,124807.0,3.0760386854830752,min-max ranges non-overlapping,consistent: jsonb/X-1 lower
GIN effect jsonb only: X-1 vs X-4,UA-3,UA-3/jsonb/X-1,UA-3/jsonb/X-4,stat_wal_fpi,1048.0,1048.0,1048.0,1048.0,1049.0,2255.0,2255.0,2255.0,2255.0,2301.0,2.1517175572519083,min-max ranges non-overlapping,consistent: jsonb/X-1 lower
GIN effect jsonb only: X-1 vs X-4,UA-3,UA-3/jsonb/X-1,UA-3/jsonb/X-4,shared_dirtied,2101.0,2101.0,2101.0,2101.0,2101.0,4314.0,4314.0,4314.0,4314.0,4314.0,2.053307948595907,min-max ranges non-overlapping,consistent: jsonb/X-1 lower
GIN effect jsonb only: X-1 vs X-4,UA-3,UA-3/jsonb/X-1,UA-3/jsonb/X-4,io_extends,1049.0,1049.0,1049.0,1049.0,1049.0,2262.0,2262.0,2262.0,2262.0,2262.0,2.1563393708293614,min-max ranges non-overlapping,consistent: jsonb/X-1 lower
GIN effect jsonb only: X-1 vs X-4,UA-3,UA-3/jsonb/X-1,UA-3/jsonb/X-4,heap_growth,8036352.0,8036352.0,8036352.0,8036352.0,8036352.0,8036352.0,8036352.0,8036352.0,8036352.0,8036352.0,1.0,min-max ranges non-overlapping,identical
GIN effect jsonb only: X-1 vs X-4,UA-3,UA-3/jsonb/X-1,UA-3/jsonb/X-4,toast_growth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,min-max ranges non-overlapping,identical
GIN effect jsonb only: X-1 vs X-4,UA-3,UA-3/jsonb/X-1,UA-3/jsonb/X-4,secondary_index_growth,442368.0,442368.0,442368.0,442368.0,442368.0,10330112.0,10330112.0,10330112.0,10330112.0,10330112.0,23.35185185185185,min-max ranges non-overlapping,consistent: jsonb/X-1 lower
GIN effect jsonb only: X-1 vs X-4,UA-3,UA-3/jsonb/X-1,UA-3/jsonb/X-4,dead_after,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,1.0,min-max ranges non-overlapping,identical
GIN effect jsonb only: X-1 vs X-4,UA-3,UA-3/jsonb/X-1,UA-3/jsonb/X-4,hot_updates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,min-max ranges non-overlapping,identical
GIN effect jsonb only: X-1 vs X-4,UA-3,UA-3/jsonb/X-1,UA-3/jsonb/X-4,docs_compressed_after,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,1.0,min-max ranges non-overlapping,identical
update mechanism json (separate): text regexp vs jsonb_set cast,UB-R238,UB-R238/UB-json-text/X-1,UB-R238/UB-json-cast/X-1,exec_ms,106.811,100.863,112.11,97.867,116.919,131.598,124.079,137.076,120.934,141.954,1.2320641132467631,Step 6A: IQR non-overlap and >= 10 % median difference,measurable: UB-json-text/X-1 faster
update mechanism json (separate): text regexp vs jsonb_set cast,UB-R238,UB-R238/UB-json-text/X-1,UB-R238/UB-json-cast/X-1,client_total_ms,117.845,111.14,128.89499999999998,108.51799999999999,134.07500000000002,141.46800000000002,133.637,149.06,127.80600000000001,154.958,1.2004582290296577,Step 6A: IQR non-overlap and >= 10 % median difference,measurable: UB-json-text/X-1 faster
update mechanism json (separate): text regexp vs jsonb_set cast,UB-R238,UB-R238/UB-json-text/X-1,UB-R238/UB-json-cast/X-1,explain_wal_bytes,2484878.0,2484878.0,2484878.0,2484878.0,2484878.0,2520817.0,2520817.0,2520817.0,2520817.0,2520817.0,1.01446308430434,min-max ranges non-overlapping,consistent: UB-json-text/X-1 lower
update mechanism json (separate): text regexp vs jsonb_set cast,UB-R238,UB-R238/UB-json-text/X-1,UB-R238/UB-json-cast/X-1,lsn_diff_bytes,2507200.0,2507200.0,2507200.0,2507200.0,2507272.0,2543256.0,2543232.0,2543272.0,2543232.0,2548584.0,1.0143809827696235,min-max ranges non-overlapping,consistent: UB-json-text/X-1 lower
update mechanism json (separate): text regexp vs jsonb_set cast,UB-R238,UB-R238/UB-json-text/X-1,UB-R238/UB-json-cast/X-1,stat_wal_records,1926.0,1926.0,1927.0,1926.0,1927.0,1926.0,1926.0,1927.0,1926.0,1929.0,1.0,min-max ranges non-overlapping,overlapping
update mechanism json (separate): text regexp vs jsonb_set cast,UB-R238,UB-R238/UB-json-text/X-1,UB-R238/UB-json-cast/X-1,stat_wal_fpi,283.0,283.0,284.0,283.0,284.0,283.0,283.0,284.0,283.0,286.0,1.0,min-max ranges non-overlapping,overlapping
update mechanism json (separate): text regexp vs jsonb_set cast,UB-R238,UB-R238/UB-json-text/X-1,UB-R238/UB-json-cast/X-1,shared_dirtied,348.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,1.0,min-max ranges non-overlapping,identical
update mechanism json (separate): text regexp vs jsonb_set cast,UB-R238,UB-R238/UB-json-text/X-1,UB-R238/UB-json-cast/X-1,io_extends,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,1.0,min-max ranges non-overlapping,identical
update mechanism json (separate): text regexp vs jsonb_set cast,UB-R238,UB-R238/UB-json-text/X-1,UB-R238/UB-json-cast/X-1,heap_growth,491520.0,491520.0,491520.0,491520.0,491520.0,491520.0,491520.0,491520.0,491520.0,491520.0,1.0,min-max ranges non-overlapping,identical
update mechanism json (separate): text regexp vs jsonb_set cast,UB-R238,UB-R238/UB-json-text/X-1,UB-R238/UB-json-cast/X-1,toast_growth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,min-max ranges non-overlapping,identical
update mechanism json (separate): text regexp vs jsonb_set cast,UB-R238,UB-R238/UB-json-text/X-1,UB-R238/UB-json-cast/X-1,secondary_index_growth,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,1.0,min-max ranges non-overlapping,identical
update mechanism json (separate): text regexp vs jsonb_set cast,UB-R238,UB-R238/UB-json-text/X-1,UB-R238/UB-json-cast/X-1,dead_after,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,1.0,min-max ranges non-overlapping,identical
update mechanism json (separate): text regexp vs jsonb_set cast,UB-R238,UB-R238/UB-json-text/X-1,UB-R238/UB-json-cast/X-1,hot_updates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,min-max ranges non-overlapping,identical
update mechanism json (separate): text regexp vs jsonb_set cast,UB-R238,UB-R238/UB-json-text/X-1,UB-R238/UB-json-cast/X-1,docs_compressed_after,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,min-max ranges non-overlapping,identical
"update mechanism (separate, not a type verdict): json text regexp vs jsonb jsonb_set",UB-R238,UB-R238/UB-json-text/X-1,UB-R238/UB-jsonb/X-1,exec_ms,106.811,100.863,112.11,97.867,116.919,39.244,33.894,40.527,32.05,50.135,0.36741534111655166,Step 6A: IQR non-overlap and >= 10 % median difference,measurable: UB-jsonb/X-1 faster
"update mechanism (separate, not a type verdict): json text regexp vs jsonb jsonb_set",UB-R238,UB-R238/UB-json-text/X-1,UB-R238/UB-jsonb/X-1,client_total_ms,117.845,111.14,128.89499999999998,108.51799999999999,134.07500000000002,51.245999999999995,47.076,57.221999999999994,36.997,67.431,0.4348593491450634,Step 6A: IQR non-overlap and >= 10 % median difference,measurable: UB-jsonb/X-1 faster
"update mechanism (separate, not a type verdict): json text regexp vs jsonb jsonb_set",UB-R238,UB-R238/UB-json-text/X-1,UB-R238/UB-jsonb/X-1,explain_wal_bytes,2484878.0,2484878.0,2484878.0,2484878.0,2484878.0,2626690.0,2626690.0,2626690.0,2626690.0,2626690.0,1.0570700050465254,min-max ranges non-overlapping,consistent: UB-json-text/X-1 lower
"update mechanism (separate, not a type verdict): json text regexp vs jsonb jsonb_set",UB-R238,UB-R238/UB-json-text/X-1,UB-R238/UB-jsonb/X-1,lsn_diff_bytes,2507200.0,2507200.0,2507200.0,2507200.0,2507272.0,2649088.0,2649088.0,2649104.0,2649088.0,2649816.0,1.0565922144224633,min-max ranges non-overlapping,consistent: UB-json-text/X-1 lower
"update mechanism (separate, not a type verdict): json text regexp vs jsonb jsonb_set",UB-R238,UB-R238/UB-json-text/X-1,UB-R238/UB-jsonb/X-1,stat_wal_records,1926.0,1926.0,1927.0,1926.0,1927.0,1926.0,1926.0,1926.0,1926.0,1927.0,1.0,min-max ranges non-overlapping,overlapping
"update mechanism (separate, not a type verdict): json text regexp vs jsonb jsonb_set",UB-R238,UB-R238/UB-json-text/X-1,UB-R238/UB-jsonb/X-1,stat_wal_fpi,283.0,283.0,284.0,283.0,284.0,286.0,286.0,286.0,286.0,287.0,1.010600706713781,min-max ranges non-overlapping,consistent: UB-json-text/X-1 lower
"update mechanism (separate, not a type verdict): json text regexp vs jsonb jsonb_set",UB-R238,UB-R238/UB-json-text/X-1,UB-R238/UB-jsonb/X-1,shared_dirtied,348.0,348.0,348.0,348.0,348.0,341.0,341.0,341.0,341.0,341.0,0.9798850574712644,min-max ranges non-overlapping,consistent: UB-jsonb/X-1 lower
"update mechanism (separate, not a type verdict): json text regexp vs jsonb jsonb_set",UB-R238,UB-R238/UB-json-text/X-1,UB-R238/UB-jsonb/X-1,io_extends,61.0,61.0,61.0,61.0,61.0,51.0,51.0,51.0,51.0,51.0,0.8360655737704918,min-max ranges non-overlapping,consistent: UB-jsonb/X-1 lower
"update mechanism (separate, not a type verdict): json text regexp vs jsonb jsonb_set",UB-R238,UB-R238/UB-json-text/X-1,UB-R238/UB-jsonb/X-1,heap_growth,491520.0,491520.0,491520.0,491520.0,491520.0,409600.0,409600.0,409600.0,409600.0,409600.0,0.8333333333333334,min-max ranges non-overlapping,consistent: UB-jsonb/X-1 lower
"update mechanism (separate, not a type verdict): json text regexp vs jsonb jsonb_set",UB-R238,UB-R238/UB-json-text/X-1,UB-R238/UB-jsonb/X-1,toast_growth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,min-max ranges non-overlapping,identical
"update mechanism (separate, not a type verdict): json text regexp vs jsonb jsonb_set",UB-R238,UB-R238/UB-json-text/X-1,UB-R238/UB-jsonb/X-1,secondary_index_growth,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,1.0,min-max ranges non-overlapping,identical
"update mechanism (separate, not a type verdict): json text regexp vs jsonb jsonb_set",UB-R238,UB-R238/UB-json-text/X-1,UB-R238/UB-jsonb/X-1,dead_after,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,1.0,min-max ranges non-overlapping,identical
"update mechanism (separate, not a type verdict): json text regexp vs jsonb jsonb_set",UB-R238,UB-R238/UB-json-text/X-1,UB-R238/UB-jsonb/X-1,hot_updates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,min-max ranges non-overlapping,identical
"update mechanism (separate, not a type verdict): json text regexp vs jsonb jsonb_set",UB-R238,UB-R238/UB-json-text/X-1,UB-R238/UB-jsonb/X-1,docs_compressed_after,1.0,1.0,1.0,1.0,1.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,min-max ranges non-overlapping,consistent: UB-json-text/X-1 lower
update mechanism json (separate): text regexp vs jsonb_set cast,UB-R5000,UB-R5000/UB-json-text/X-1,UB-R5000/UB-json-cast/X-1,exec_ms,1933.738,1921.098,1990.517,1886.751,2056.784,2496.183,2446.52,2767.514,2417.226,3111.754,1.2908589477995467,Step 6A: IQR non-overlap and >= 10 % median difference,measurable: UB-json-text/X-1 faster
update mechanism json (separate): text regexp vs jsonb_set cast,UB-R5000,UB-R5000/UB-json-text/X-1,UB-R5000/UB-json-cast/X-1,client_total_ms,1949.313,1935.516,2008.9379999999999,1891.001,2062.995,2513.077,2462.6189999999997,2784.966,2423.975,3128.4280000000003,1.289211635073485,Step 6A: IQR non-overlap and >= 10 % median difference,measurable: UB-json-text/X-1 faster
update mechanism json (separate): text regexp vs jsonb_set cast,UB-R5000,UB-R5000/UB-json-text/X-1,UB-R5000/UB-json-cast/X-1,explain_wal_bytes,20497306.0,20497306.0,20497306.0,20497306.0,20497306.0,21247117.0,21247117.0,21247117.0,21247117.0,21247117.0,1.0365809536140993,min-max ranges non-overlapping,consistent: UB-json-text/X-1 lower
update mechanism json (separate): text regexp vs jsonb_set cast,UB-R5000,UB-R5000/UB-json-text/X-1,UB-R5000/UB-json-cast/X-1,lsn_diff_bytes,20670464.0,20670440.0,20675800.0,20670440.0,20676552.0,21422672.0,21422656.0,21422752.0,21422656.0,21429456.0,1.0363904748340433,min-max ranges non-overlapping,consistent: UB-json-text/X-1 lower
update mechanism json (separate): text regexp vs jsonb_set cast,UB-R5000,UB-R5000/UB-json-text/X-1,UB-R5000/UB-json-cast/X-1,stat_wal_records,40527.0,40526.0,40528.0,40526.0,40528.0,40530.0,40530.0,40531.0,40530.0,40532.0,1.0000740247242579,min-max ranges non-overlapping,consistent: UB-json-text/X-1 lower
update mechanism json (separate): text regexp vs jsonb_set cast,UB-R5000,UB-R5000/UB-json-text/X-1,UB-R5000/UB-json-cast/X-1,stat_wal_fpi,1319.0,1318.0,1319.0,1318.0,1320.0,1317.0,1317.0,1317.0,1317.0,1318.0,0.9984836997725549,min-max ranges non-overlapping,overlapping
