comparison,block,a,b,metric,a_median,a_p25,a_p75,a_min,a_max,b_median,b_p25,b_p75,b_min,b_max,ratio_b_over_a,rule,result
GIN effect jsonb only: X-1 vs X-4,W1b,W1b/jsonb/X-1,W1b/jsonb/X-4,lsn_diff_bytes,877032.0,877032.0,877032.0,877032.0,877048.0,1675912.0,1675888.0,1675912.0,1675888.0,1675928.0,1.9108903666000785,min-max ranges non-overlapping,consistent: jsonb/X-1 lower
GIN effect jsonb only: X-1 vs X-4,W1b,W1b/jsonb/X-1,W1b/jsonb/X-4,stat_wal_records,1754.0,1754.0,1754.0,1754.0,1755.0,2384.0,2384.0,2384.0,2384.0,2385.0,1.3591790193842646,min-max ranges non-overlapping,consistent: jsonb/X-1 lower
GIN effect jsonb only: X-1 vs X-4,W1b,W1b/jsonb/X-1,W1b/jsonb/X-4,stat_wal_fpi,58.0,58.0,58.0,58.0,59.0,58.0,58.0,58.0,58.0,59.0,1.0,min-max ranges non-overlapping,overlapping
GIN effect jsonb only: X-1 vs X-4,W1b,W1b/jsonb/X-1,W1b/jsonb/X-4,io_extends,52.0,52.0,52.0,52.0,52.0,182.0,182.0,182.0,182.0,182.0,3.5,min-max ranges non-overlapping,consistent: jsonb/X-1 lower
GIN effect jsonb only: X-1 vs X-4,W1b,W1b/jsonb/X-1,W1b/jsonb/X-4,heap_growth,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,1.0,min-max ranges non-overlapping,identical
GIN effect jsonb only: X-1 vs X-4,W1b,W1b/jsonb/X-1,W1b/jsonb/X-4,toast_growth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,min-max ranges non-overlapping,identical
GIN effect jsonb only: X-1 vs X-4,W1b,W1b/jsonb/X-1,W1b/jsonb/X-4,secondary_index_growth,16384.0,16384.0,16384.0,16384.0,16384.0,1081344.0,1081344.0,1081344.0,1081344.0,1081344.0,66.0,min-max ranges non-overlapping,consistent: jsonb/X-1 lower
GIN effect jsonb only: X-1 vs X-4,W1b,W1b/jsonb/X-1,W1b/jsonb/X-4,dead_after,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,min-max ranges non-overlapping,identical
GIN effect jsonb only: X-1 vs X-4,W1b,W1b/jsonb/X-1,W1b/jsonb/X-4,hot_updates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,min-max ranges non-overlapping,identical
GIN effect jsonb only: X-1 vs X-4,W1b,W1b/jsonb/X-1,W1b/jsonb/X-4,docs_compressed_after,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,1.0,min-max ranges non-overlapping,identical
index effect json: X-0 vs X-1,UA-1,UA-1/json/X-0,UA-1/json/X-1,exec_ms,19.536,19.304,20.904,15.545,26.931,93.403,87.484,101.17,42.324,110.795,4.781070843570843,Step 6A: IQR non-overlap and >= 10 % median difference,measurable: json/X-0 faster
index effect json: X-0 vs X-1,UA-1,UA-1/json/X-0,UA-1/json/X-1,client_total_ms,34.282,26.586,36.563,20.872,41.771,109.083,99.634,114.54299999999999,47.309000000000005,129.199,3.1819322093226767,Step 6A: IQR non-overlap and >= 10 % median difference,measurable: json/X-0 faster
index effect json: X-0 vs X-1,UA-1,UA-1/json/X-0,UA-1/json/X-1,explain_wal_bytes,2098202.0,2098202.0,2098202.0,2098202.0,2098202.0,2484878.0,2484878.0,2484878.0,2484878.0,2484878.0,1.1842892152423836,min-max ranges non-overlapping,consistent: json/X-0 lower
index effect json: X-0 vs X-1,UA-1,UA-1/json/X-0,UA-1/json/X-1,lsn_diff_bytes,2119136.0,2119128.0,2119136.0,2119112.0,2119152.0,2507200.0,2507200.0,2507224.0,2507200.0,2507256.0,1.1831236881446023,min-max ranges non-overlapping,consistent: json/X-0 lower
index effect json: X-0 vs X-1,UA-1,UA-1/json/X-0,UA-1/json/X-1,stat_wal_records,715.0,715.0,715.0,715.0,716.0,1927.0,1926.0,1927.0,1926.0,1930.0,2.6951048951048953,min-max ranges non-overlapping,consistent: json/X-0 lower
index effect json: X-0 vs X-1,UA-1,UA-1/json/X-0,UA-1/json/X-1,stat_wal_fpi,239.0,239.0,239.0,239.0,240.0,284.0,283.0,284.0,283.0,287.0,1.1882845188284519,min-max ranges non-overlapping,consistent: json/X-0 lower
index effect json: X-0 vs X-1,UA-1,UA-1/json/X-0,UA-1/json/X-1,shared_dirtied,303.0,303.0,303.0,303.0,303.0,348.0,348.0,348.0,348.0,348.0,1.1485148514851484,min-max ranges non-overlapping,consistent: json/X-0 lower
index effect json: X-0 vs X-1,UA-1,UA-1/json/X-0,UA-1/json/X-1,io_extends,60.0,60.0,60.0,60.0,60.0,61.0,61.0,61.0,61.0,61.0,1.0166666666666666,min-max ranges non-overlapping,consistent: json/X-0 lower
index effect json: X-0 vs X-1,UA-1,UA-1/json/X-0,UA-1/json/X-1,heap_growth,491520.0,491520.0,491520.0,491520.0,491520.0,491520.0,491520.0,491520.0,491520.0,491520.0,1.0,min-max ranges non-overlapping,identical
index effect json: X-0 vs X-1,UA-1,UA-1/json/X-0,UA-1/json/X-1,toast_growth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,min-max ranges non-overlapping,identical
index effect json: X-0 vs X-1,UA-1,UA-1/json/X-0,UA-1/json/X-1,secondary_index_growth,0.0,0.0,0.0,0.0,0.0,8192.0,8192.0,8192.0,8192.0,8192.0,,min-max ranges non-overlapping,consistent: json/X-0 lower
index effect json: X-0 vs X-1,UA-1,UA-1/json/X-0,UA-1/json/X-1,dead_after,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,1.0,min-max ranges non-overlapping,identical
index effect json: X-0 vs X-1,UA-1,UA-1/json/X-0,UA-1/json/X-1,hot_updates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,min-max ranges non-overlapping,identical
index effect json: X-0 vs X-1,UA-1,UA-1/json/X-0,UA-1/json/X-1,docs_compressed_after,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,min-max ranges non-overlapping,identical
index effect jsonb: X-0 vs X-1,UA-1,UA-1/jsonb/X-0,UA-1/jsonb/X-1,exec_ms,42.023,39.953,44.823,36.06,58.936,51.243,50.489,61.763,48.952,68.392,1.2194036599005307,Step 6A: IQR non-overlap and >= 10 % median difference,measurable: jsonb/X-0 faster
index effect jsonb: X-0 vs X-1,UA-1,UA-1/jsonb/X-0,UA-1/jsonb/X-1,client_total_ms,57.126,50.077999999999996,61.831,44.813,77.931,68.765,64.791,74.055,54.695,82.582,1.2037426040682002,Step 6A: IQR non-overlap and >= 10 % median difference,measurable: jsonb/X-0 faster
index effect jsonb: X-0 vs X-1,UA-1,UA-1/jsonb/X-0,UA-1/jsonb/X-1,explain_wal_bytes,2225158.0,2225158.0,2225158.0,2225158.0,2225158.0,2626690.0,2626690.0,2626690.0,2626690.0,2626690.0,1.1804510061757412,min-max ranges non-overlapping,consistent: jsonb/X-0 lower
index effect jsonb: X-0 vs X-1,UA-1,UA-1/jsonb/X-0,UA-1/jsonb/X-1,lsn_diff_bytes,2246048.0,2246048.0,2246072.0,2246048.0,2248416.0,2649112.0,2649104.0,2649128.0,2649088.0,2651480.0,1.179454757868042,min-max ranges non-overlapping,consistent: jsonb/X-0 lower
index effect jsonb: X-0 vs X-1,UA-1,UA-1/jsonb/X-0,UA-1/jsonb/X-1,stat_wal_records,714.0,714.0,714.0,714.0,715.0,1926.0,1926.0,1926.0,1926.0,1928.0,2.697478991596639,min-max ranges non-overlapping,consistent: jsonb/X-0 lower
index effect jsonb: X-0 vs X-1,UA-1,UA-1/jsonb/X-0,UA-1/jsonb/X-1,stat_wal_fpi,240.0,240.0,240.0,240.0,241.0,286.0,286.0,286.0,286.0,288.0,1.1916666666666667,min-max ranges non-overlapping,consistent: jsonb/X-0 lower
index effect jsonb: X-0 vs X-1,UA-1,UA-1/jsonb/X-0,UA-1/jsonb/X-1,shared_dirtied,294.0,294.0,294.0,294.0,294.0,341.0,341.0,341.0,341.0,341.0,1.1598639455782314,min-max ranges non-overlapping,consistent: jsonb/X-0 lower
index effect jsonb: X-0 vs X-1,UA-1,UA-1/jsonb/X-0,UA-1/jsonb/X-1,io_extends,50.0,50.0,50.0,50.0,50.0,51.0,51.0,51.0,51.0,51.0,1.02,min-max ranges non-overlapping,consistent: jsonb/X-0 lower
index effect jsonb: X-0 vs X-1,UA-1,UA-1/jsonb/X-0,UA-1/jsonb/X-1,heap_growth,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,1.0,min-max ranges non-overlapping,identical
index effect jsonb: X-0 vs X-1,UA-1,UA-1/jsonb/X-0,UA-1/jsonb/X-1,toast_growth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,min-max ranges non-overlapping,identical
index effect jsonb: X-0 vs X-1,UA-1,UA-1/jsonb/X-0,UA-1/jsonb/X-1,secondary_index_growth,0.0,0.0,0.0,0.0,0.0,8192.0,8192.0,8192.0,8192.0,8192.0,,min-max ranges non-overlapping,consistent: jsonb/X-0 lower
index effect jsonb: X-0 vs X-1,UA-1,UA-1/jsonb/X-0,UA-1/jsonb/X-1,dead_after,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,1.0,min-max ranges non-overlapping,identical
index effect jsonb: X-0 vs X-1,UA-1,UA-1/jsonb/X-0,UA-1/jsonb/X-1,hot_updates,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,min-max ranges non-overlapping,consistent: jsonb/X-1 lower
index effect jsonb: X-0 vs X-1,UA-1,UA-1/jsonb/X-0,UA-1/jsonb/X-1,docs_compressed_after,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,1.0,min-max ranges non-overlapping,identical
GIN effect jsonb only: X-1 vs X-2,UA-1,UA-1/jsonb/X-1,UA-1/jsonb/X-2,exec_ms,51.243,50.489,61.763,48.952,68.392,100.595,95.362,106.673,87.09,129.922,1.9630973986690865,Step 6A: IQR non-overlap and >= 10 % median difference,measurable: jsonb/X-1 faster
GIN effect jsonb only: X-1 vs X-2,UA-1,UA-1/jsonb/X-1,UA-1/jsonb/X-2,client_total_ms,68.765,64.791,74.055,54.695,82.582,111.721,104.946,120.24300000000001,95.74999999999999,142.602,1.6246782520177416,Step 6A: IQR non-overlap and >= 10 % median difference,measurable: jsonb/X-1 faster
GIN effect jsonb only: X-1 vs X-2,UA-1,UA-1/jsonb/X-1,UA-1/jsonb/X-2,explain_wal_bytes,2626690.0,2626690.0,2626690.0,2626690.0,2626690.0,3089874.0,3089874.0,3089874.0,3089874.0,3089874.0,1.1763375198443669,min-max ranges non-overlapping,consistent: jsonb/X-1 lower
GIN effect jsonb only: X-1 vs X-2,UA-1,UA-1/jsonb/X-1,UA-1/jsonb/X-2,lsn_diff_bytes,2649112.0,2649104.0,2649128.0,2649088.0,2651480.0,3114272.0,3114272.0,3114288.0,3114272.0,3116664.0,1.1755909149934016,min-max ranges non-overlapping,consistent: jsonb/X-1 lower
GIN effect jsonb only: X-1 vs X-2,UA-1,UA-1/jsonb/X-1,UA-1/jsonb/X-2,stat_wal_records,1926.0,1926.0,1926.0,1926.0,1928.0,2242.0,2242.0,2242.0,2242.0,2244.0,1.1640706126687435,min-max ranges non-overlapping,consistent: jsonb/X-1 lower
GIN effect jsonb only: X-1 vs X-2,UA-1,UA-1/jsonb/X-1,UA-1/jsonb/X-2,stat_wal_fpi,286.0,286.0,286.0,286.0,288.0,286.0,286.0,286.0,286.0,287.0,1.0,min-max ranges non-overlapping,overlapping
GIN effect jsonb only: X-1 vs X-2,UA-1,UA-1/jsonb/X-1,UA-1/jsonb/X-2,shared_dirtied,341.0,341.0,341.0,341.0,341.0,420.0,420.0,420.0,420.0,420.0,1.2316715542521994,min-max ranges non-overlapping,consistent: jsonb/X-1 lower
GIN effect jsonb only: X-1 vs X-2,UA-1,UA-1/jsonb/X-1,UA-1/jsonb/X-2,io_extends,51.0,51.0,51.0,51.0,51.0,129.0,129.0,129.0,129.0,129.0,2.5294117647058822,min-max ranges non-overlapping,consistent: jsonb/X-1 lower
GIN effect jsonb only: X-1 vs X-2,UA-1,UA-1/jsonb/X-1,UA-1/jsonb/X-2,heap_growth,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,1.0,min-max ranges non-overlapping,identical
GIN effect jsonb only: X-1 vs X-2,UA-1,UA-1/jsonb/X-1,UA-1/jsonb/X-2,toast_growth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,min-max ranges non-overlapping,identical
GIN effect jsonb only: X-1 vs X-2,UA-1,UA-1/jsonb/X-1,UA-1/jsonb/X-2,secondary_index_growth,8192.0,8192.0,8192.0,8192.0,8192.0,647168.0,647168.0,647168.0,647168.0,647168.0,79.0,min-max ranges non-overlapping,consistent: jsonb/X-1 lower
GIN effect jsonb only: X-1 vs X-2,UA-1,UA-1/jsonb/X-1,UA-1/jsonb/X-2,dead_after,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,1.0,min-max ranges non-overlapping,identical
GIN effect jsonb only: X-1 vs X-2,UA-1,UA-1/jsonb/X-1,UA-1/jsonb/X-2,hot_updates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,min-max ranges non-overlapping,identical
GIN effect jsonb only: X-1 vs X-2,UA-1,UA-1/jsonb/X-1,UA-1/jsonb/X-2,docs_compressed_after,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,1.0,min-max ranges non-overlapping,identical
GIN effect jsonb only: X-1 vs X-3,UA-1,UA-1/jsonb/X-1,UA-1/jsonb/X-3,exec_ms,51.243,50.489,61.763,48.952,68.392,77.275,69.168,81.503,61.697,95.053,1.508010850262475,Step 6A: IQR non-overlap and >= 10 % median difference,measurable: jsonb/X-1 faster
GIN effect jsonb only: X-1 vs X-3,UA-1,UA-1/jsonb/X-1,UA-1/jsonb/X-3,client_total_ms,68.765,64.791,74.055,54.695,82.582,92.381,80.332,96.864,72.02799999999999,113.445,1.3434305242492548,Step 6A: IQR non-overlap and >= 10 % median difference,measurable: jsonb/X-1 faster
GIN effect jsonb only: X-1 vs X-3,UA-1,UA-1/jsonb/X-1,UA-1/jsonb/X-3,explain_wal_bytes,2626690.0,2626690.0,2626690.0,2626690.0,2626690.0,2925822.0,2925822.0,2925822.0,2925822.0,2925822.0,1.1138817294770225,min-max ranges non-overlapping,consistent: jsonb/X-1 lower
GIN effect jsonb only: X-1 vs X-3,UA-1,UA-1/jsonb/X-1,UA-1/jsonb/X-3,lsn_diff_bytes,2649112.0,2649104.0,2649128.0,2649088.0,2651480.0,2949680.0,2949680.0,2949696.0,2949680.0,2953408.0,1.113459906564917,min-max ranges non-overlapping,consistent: jsonb/X-1 lower
GIN effect jsonb only: X-1 vs X-3,UA-1,UA-1/jsonb/X-1,UA-1/jsonb/X-3,stat_wal_records,1926.0,1926.0,1926.0,1926.0,1928.0,2212.0,2212.0,2213.0,2212.0,2214.0,1.1484942886812046,min-max ranges non-overlapping,consistent: jsonb/X-1 lower
GIN effect jsonb only: X-1 vs X-3,UA-1,UA-1/jsonb/X-1,UA-1/jsonb/X-3,stat_wal_fpi,286.0,286.0,286.0,286.0,288.0,286.0,286.0,287.0,286.0,288.0,1.0,min-max ranges non-overlapping,overlapping
GIN effect jsonb only: X-1 vs X-3,UA-1,UA-1/jsonb/X-1,UA-1/jsonb/X-3,shared_dirtied,341.0,341.0,341.0,341.0,341.0,390.0,390.0,390.0,390.0,390.0,1.1436950146627567,min-max ranges non-overlapping,consistent: jsonb/X-1 lower
GIN effect jsonb only: X-1 vs X-3,UA-1,UA-1/jsonb/X-1,UA-1/jsonb/X-3,io_extends,51.0,51.0,51.0,51.0,51.0,99.0,99.0,99.0,99.0,99.0,1.9411764705882353,min-max ranges non-overlapping,consistent: jsonb/X-1 lower
GIN effect jsonb only: X-1 vs X-3,UA-1,UA-1/jsonb/X-1,UA-1/jsonb/X-3,heap_growth,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,1.0,min-max ranges non-overlapping,identical
GIN effect jsonb only: X-1 vs X-3,UA-1,UA-1/jsonb/X-1,UA-1/jsonb/X-3,toast_growth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,min-max ranges non-overlapping,identical
GIN effect jsonb only: X-1 vs X-3,UA-1,UA-1/jsonb/X-1,UA-1/jsonb/X-3,secondary_index_growth,8192.0,8192.0,8192.0,8192.0,8192.0,401408.0,401408.0,401408.0,401408.0,401408.0,49.0,min-max ranges non-overlapping,consistent: jsonb/X-1 lower
GIN effect jsonb only: X-1 vs X-3,UA-1,UA-1/jsonb/X-1,UA-1/jsonb/X-3,dead_after,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,1.0,min-max ranges non-overlapping,identical
GIN effect jsonb only: X-1 vs X-3,UA-1,UA-1/jsonb/X-1,UA-1/jsonb/X-3,hot_updates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,min-max ranges non-overlapping,identical
GIN effect jsonb only: X-1 vs X-3,UA-1,UA-1/jsonb/X-1,UA-1/jsonb/X-3,docs_compressed_after,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,1.0,min-max ranges non-overlapping,identical
GIN effect jsonb only: X-1 vs X-4,UA-1,UA-1/jsonb/X-1,UA-1/jsonb/X-4,exec_ms,51.243,50.489,61.763,48.952,68.392,124.388,116.954,129.141,104.154,145.266,2.4274144761235683,Step 6A: IQR non-overlap and >= 10 % median difference,measurable: jsonb/X-1 faster
GIN effect jsonb only: X-1 vs X-4,UA-1,UA-1/jsonb/X-1,UA-1/jsonb/X-4,client_total_ms,68.765,64.791,74.055,54.695,82.582,133.70700000000002,128.065,138.865,119.953,162.152,1.9444048571220827,Step 6A: IQR non-overlap and >= 10 % median difference,measurable: jsonb/X-1 faster
GIN effect jsonb only: X-1 vs X-4,UA-1,UA-1/jsonb/X-1,UA-1/jsonb/X-4,explain_wal_bytes,2626690.0,2626690.0,2626690.0,2626690.0,2626690.0,3389006.0,3389006.0,3389006.0,3389006.0,3389006.0,1.2902192493213893,min-max ranges non-overlapping,consistent: jsonb/X-1 lower
GIN effect jsonb only: X-1 vs X-4,UA-1,UA-1/jsonb/X-1,UA-1/jsonb/X-4,lsn_diff_bytes,2649112.0,2649104.0,2649128.0,2649088.0,2651480.0,3414864.0,3414864.0,3414880.0,3414840.0,3421064.0,1.289059881197926,min-max ranges non-overlapping,consistent: jsonb/X-1 lower
GIN effect jsonb only: X-1 vs X-4,UA-1,UA-1/jsonb/X-1,UA-1/jsonb/X-4,stat_wal_records,1926.0,1926.0,1926.0,1926.0,1928.0,2528.0,2528.0,2529.0,2528.0,2529.0,1.312564901349948,min-max ranges non-overlapping,consistent: jsonb/X-1 lower
GIN effect jsonb only: X-1 vs X-4,UA-1,UA-1/jsonb/X-1,UA-1/jsonb/X-4,stat_wal_fpi,286.0,286.0,286.0,286.0,288.0,286.0,286.0,287.0,286.0,287.0,1.0,min-max ranges non-overlapping,overlapping
GIN effect jsonb only: X-1 vs X-4,UA-1,UA-1/jsonb/X-1,UA-1/jsonb/X-4,shared_dirtied,341.0,341.0,341.0,341.0,341.0,469.0,469.0,469.0,469.0,469.0,1.3753665689149561,min-max ranges non-overlapping,consistent: jsonb/X-1 lower
GIN effect jsonb only: X-1 vs X-4,UA-1,UA-1/jsonb/X-1,UA-1/jsonb/X-4,io_extends,51.0,51.0,51.0,51.0,51.0,177.0,177.0,177.0,177.0,177.0,3.4705882352941178,min-max ranges non-overlapping,consistent: jsonb/X-1 lower
GIN effect jsonb only: X-1 vs X-4,UA-1,UA-1/jsonb/X-1,UA-1/jsonb/X-4,heap_growth,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,1.0,min-max ranges non-overlapping,identical
GIN effect jsonb only: X-1 vs X-4,UA-1,UA-1/jsonb/X-1,UA-1/jsonb/X-4,toast_growth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,min-max ranges non-overlapping,identical
GIN effect jsonb only: X-1 vs X-4,UA-1,UA-1/jsonb/X-1,UA-1/jsonb/X-4,secondary_index_growth,8192.0,8192.0,8192.0,8192.0,8192.0,1040384.0,1040384.0,1040384.0,1040384.0,1040384.0,127.0,min-max ranges non-overlapping,consistent: jsonb/X-1 lower
GIN effect jsonb only: X-1 vs X-4,UA-1,UA-1/jsonb/X-1,UA-1/jsonb/X-4,dead_after,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,1.0,min-max ranges non-overlapping,identical
GIN effect jsonb only: X-1 vs X-4,UA-1,UA-1/jsonb/X-1,UA-1/jsonb/X-4,hot_updates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,min-max ranges non-overlapping,identical
GIN effect jsonb only: X-1 vs X-4,UA-1,UA-1/jsonb/X-1,UA-1/jsonb/X-4,docs_compressed_after,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,1.0,min-max ranges non-overlapping,identical
index effect json: X-0 vs X-1,UA-2,UA-2/json/X-0,UA-2/json/X-1,exec_ms,19.488,15.555,25.744,10.715,31.268,88.874,85.539,105.636,63.858,134.007,4.560447454844007,Step 6A: IQR non-overlap and >= 10 % median difference,measurable: json/X-0 faster
index effect json: X-0 vs X-1,UA-2,UA-2/json/X-0,UA-2/json/X-1,client_total_ms,32.945,23.884,37.943,15.972999999999999,49.775000000000006,103.96799999999999,90.363,115.316,70.953,141.73600000000002,3.1558051297617236,Step 6A: IQR non-overlap and >= 10 % median difference,measurable: json/X-0 faster
index effect json: X-0 vs X-1,UA-2,UA-2/json/X-0,UA-2/json/X-1,explain_wal_bytes,2103892.0,2103892.0,2103892.0,2103892.0,2103892.0,2488362.0,2488362.0,2488362.0,2488362.0,2488362.0,1.1827422700404773,min-max ranges non-overlapping,consistent: json/X-0 lower
index effect json: X-0 vs X-1,UA-2,UA-2/json/X-0,UA-2/json/X-1,lsn_diff_bytes,2124832.0,2124832.0,2124856.0,2124832.0,2124872.0,2510680.0,2510680.0,2510704.0,2510680.0,2510776.0,1.1815898856944926,min-max ranges non-overlapping,consistent: json/X-0 lower
index effect json: X-0 vs X-1,UA-2,UA-2/json/X-0,UA-2/json/X-1,stat_wal_records,715.0,715.0,715.0,715.0,717.0,1921.0,1920.0,1921.0,1920.0,1921.0,2.6867132867132866,min-max ranges non-overlapping,consistent: json/X-0 lower
index effect json: X-0 vs X-1,UA-2,UA-2/json/X-0,UA-2/json/X-1,stat_wal_fpi,240.0,240.0,240.0,240.0,241.0,285.0,284.0,285.0,284.0,285.0,1.1875,min-max ranges non-overlapping,consistent: json/X-0 lower
index effect json: X-0 vs X-1,UA-2,UA-2/json/X-0,UA-2/json/X-1,shared_dirtied,303.0,303.0,303.0,303.0,303.0,348.0,348.0,348.0,348.0,348.0,1.1485148514851484,min-max ranges non-overlapping,consistent: json/X-0 lower
index effect json: X-0 vs X-1,UA-2,UA-2/json/X-0,UA-2/json/X-1,io_extends,59.0,59.0,59.0,59.0,59.0,60.0,60.0,60.0,60.0,60.0,1.0169491525423728,min-max ranges non-overlapping,consistent: json/X-0 lower
index effect json: X-0 vs X-1,UA-2,UA-2/json/X-0,UA-2/json/X-1,heap_growth,483328.0,483328.0,483328.0,483328.0,483328.0,483328.0,483328.0,483328.0,483328.0,483328.0,1.0,min-max ranges non-overlapping,identical
index effect json: X-0 vs X-1,UA-2,UA-2/json/X-0,UA-2/json/X-1,toast_growth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,min-max ranges non-overlapping,identical
index effect json: X-0 vs X-1,UA-2,UA-2/json/X-0,UA-2/json/X-1,secondary_index_growth,0.0,0.0,0.0,0.0,0.0,8192.0,8192.0,8192.0,8192.0,8192.0,,min-max ranges non-overlapping,consistent: json/X-0 lower
index effect json: X-0 vs X-1,UA-2,UA-2/json/X-0,UA-2/json/X-1,dead_after,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,1.0,min-max ranges non-overlapping,identical
index effect json: X-0 vs X-1,UA-2,UA-2/json/X-0,UA-2/json/X-1,hot_updates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,min-max ranges non-overlapping,identical
index effect json: X-0 vs X-1,UA-2,UA-2/json/X-0,UA-2/json/X-1,docs_compressed_after,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,min-max ranges non-overlapping,identical
index effect jsonb: X-0 vs X-1,UA-2,UA-2/jsonb/X-0,UA-2/jsonb/X-1,exec_ms,39.223,35.496,48.468,26.808,57.154,48.443,44.492,73.182,35.166,94.278,1.23506616016113,Step 6A: IQR non-overlap and >= 10 % median difference,not measurable
index effect jsonb: X-0 vs X-1,UA-2,UA-2/jsonb/X-0,UA-2/jsonb/X-1,client_total_ms,55.306,51.726,61.663000000000004,34.081,83.326,64.962,55.681999999999995,86.346,41.322,105.552,1.1745922684699672,Step 6A: IQR non-overlap and >= 10 % median difference,not measurable
index effect jsonb: X-0 vs X-1,UA-2,UA-2/jsonb/X-0,UA-2/jsonb/X-1,explain_wal_bytes,2227253.0,2227253.0,2227253.0,2227253.0,2227253.0,2626625.0,2626625.0,2626625.0,2626625.0,2626625.0,1.1793114657382884,min-max ranges non-overlapping,consistent: jsonb/X-0 lower
index effect jsonb: X-0 vs X-1,UA-2,UA-2/jsonb/X-0,UA-2/jsonb/X-1,lsn_diff_bytes,2248144.0,2248128.0,2248152.0,2248128.0,2252736.0,2648992.0,2648968.0,2648992.0,2648968.0,2652152.0,1.178301745795643,min-max ranges non-overlapping,consistent: jsonb/X-0 lower
index effect jsonb: X-0 vs X-1,UA-2,UA-2/jsonb/X-0,UA-2/jsonb/X-1,stat_wal_records,714.0,714.0,714.0,714.0,715.0,1921.0,1921.0,1921.0,1921.0,1922.0,2.6904761904761907,min-max ranges non-overlapping,consistent: jsonb/X-0 lower
index effect jsonb: X-0 vs X-1,UA-2,UA-2/jsonb/X-0,UA-2/jsonb/X-1,stat_wal_fpi,240.0,240.0,240.0,240.0,241.0,286.0,286.0,286.0,286.0,287.0,1.1916666666666667,min-max ranges non-overlapping,consistent: jsonb/X-0 lower
index effect jsonb: X-0 vs X-1,UA-2,UA-2/jsonb/X-0,UA-2/jsonb/X-1,shared_dirtied,294.0,294.0,294.0,294.0,294.0,341.0,341.0,341.0,341.0,341.0,1.1598639455782314,min-max ranges non-overlapping,consistent: jsonb/X-0 lower
index effect jsonb: X-0 vs X-1,UA-2,UA-2/jsonb/X-0,UA-2/jsonb/X-1,io_extends,50.0,50.0,50.0,50.0,50.0,51.0,51.0,51.0,51.0,51.0,1.02,min-max ranges non-overlapping,consistent: jsonb/X-0 lower
index effect jsonb: X-0 vs X-1,UA-2,UA-2/jsonb/X-0,UA-2/jsonb/X-1,heap_growth,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,409600.0,1.0,min-max ranges non-overlapping,identical
