phase,mode,batch,query,type,round,planning_ms,execution_ms,serialization_ms,output_kb,top_node,plan_shape,top_plan_rows,top_actual_rows,scan_plan_rows,scan_actual_rows,scan_rows_removed_by_filter,shared_hit_blocks,shared_read_blocks,temp_written_blocks,io_read_ms,serialization_shared_hit_blocks,planning_shared_hit_blocks,planning_memory_used_kb,jit,settings,kind,indexes_used,exact_heap_blocks,lossy_heap_blocks,rows_removed_by_index_recheck
I-0,default,2,Q12c,jsonb,4,0.026,14.536,,5,Seq Scan,Seq Scan on T,25,498,25,498,4502,981,0,0,,0,0,10,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q12c,json,4,0.03,147.424,,5,Seq Scan,Seq Scan on T,25,498,25,498,4502,1250,0,0,,0,0,10,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q12c,json,5,0.05,144.555,,5,Seq Scan,Seq Scan on T,25,498,25,498,4502,1250,0,0,,0,0,10,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q12c,jsonb,5,0.047,15.802,,5,Seq Scan,Seq Scan on T,25,498,25,498,4502,981,0,0,,0,0,10,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q12c,jsonb,6,0.031,15.268,,5,Seq Scan,Seq Scan on T,25,498,25,498,4502,981,0,0,,0,0,10,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q12c,json,6,0.035,160.18,,5,Seq Scan,Seq Scan on T,25,498,25,498,4502,1250,0,0,,0,0,10,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q12c,json,7,0.04,142.992,,5,Seq Scan,Seq Scan on T,25,498,25,498,4502,1250,0,0,,0,0,10,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q12c,jsonb,7,0.045,15.982,,5,Seq Scan,Seq Scan on T,25,498,25,498,4502,981,0,0,,0,0,10,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q12c,jsonb,8,0.038,15.19,,5,Seq Scan,Seq Scan on T,25,498,25,498,4502,981,0,0,,0,0,10,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q12c,json,8,0.031,149.947,,5,Seq Scan,Seq Scan on T,25,498,25,498,4502,1250,0,0,,0,0,10,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q12c,json,9,0.047,153.793,,5,Seq Scan,Seq Scan on T,25,498,25,498,4502,1250,0,0,,0,0,10,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q12c,jsonb,9,0.09,15.208,,5,Seq Scan,Seq Scan on T,25,498,25,498,4502,981,0,0,,0,0,10,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q12c,jsonb,10,0.035,14.978,,5,Seq Scan,Seq Scan on T,25,498,25,498,4502,981,0,0,,0,0,10,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q12c,json,10,0.033,147.103,,5,Seq Scan,Seq Scan on T,25,498,25,498,4502,1250,0,0,,0,0,10,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q12c,json,11,0.048,144.988,,5,Seq Scan,Seq Scan on T,25,498,25,498,4502,1250,0,0,,0,0,10,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q12c,jsonb,11,0.043,16.015,,5,Seq Scan,Seq Scan on T,25,498,25,498,4502,981,0,0,,0,0,10,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q12c,jsonb,12,0.029,15.491,,5,Seq Scan,Seq Scan on T,25,498,25,498,4502,981,0,0,,0,0,10,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q12c,json,12,0.038,162.413,,5,Seq Scan,Seq Scan on T,25,498,25,498,4502,1250,0,0,,0,0,10,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q12c,json,13,0.042,141.574,,5,Seq Scan,Seq Scan on T,25,498,25,498,4502,1250,0,0,,0,0,10,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q12c,jsonb,13,0.047,16.629,,5,Seq Scan,Seq Scan on T,25,498,25,498,4502,981,0,0,,0,0,10,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q12c,jsonb,14,0.039,14.529,,5,Seq Scan,Seq Scan on T,25,498,25,498,4502,981,0,0,,0,0,10,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q12c,json,14,0.029,156.341,,5,Seq Scan,Seq Scan on T,25,498,25,498,4502,1250,0,0,,0,0,10,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q12c,json,15,0.049,147.382,,5,Seq Scan,Seq Scan on T,25,498,25,498,4502,1250,0,0,,0,0,10,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q12c,jsonb,15,0.043,15.402,,5,Seq Scan,Seq Scan on T,25,498,25,498,4502,981,0,0,,0,0,10,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q12c,json,1,0.028,152.391,0.081,5,Seq Scan,Seq Scan on T,25,498,25,498,4502,1250,0,0,,0,0,10,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",detail,-,,,
I-0,default,2,Q12c,jsonb,1,0.047,15.01,0.034,5,Seq Scan,Seq Scan on T,25,498,25,498,4502,981,0,0,,0,0,10,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",detail,-,,,
I-0,default,2,Q16,json,1,0.031,78.165,,1,Seq Scan,Seq Scan on T,1,78,1,78,4922,1250,0,0,,0,0,11,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",warmup,-,,,
I-0,default,2,Q16,jsonb,1,0.068,11.956,,1,Seq Scan,Seq Scan on T,1,78,1,78,4922,981,0,0,,0,0,11,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",warmup,-,,,
I-0,default,2,Q16,json,2,0.03,83.443,,1,Seq Scan,Seq Scan on T,1,78,1,78,4922,1250,0,0,,0,0,11,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",warmup,-,,,
I-0,default,2,Q16,jsonb,2,0.05,14.552,,1,Seq Scan,Seq Scan on T,1,78,1,78,4922,981,0,0,,0,0,11,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",warmup,-,,,
I-0,default,2,Q16,json,3,0.051,82.743,,1,Seq Scan,Seq Scan on T,1,78,1,78,4922,1250,0,0,,0,0,11,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",warmup,-,,,
I-0,default,2,Q16,jsonb,3,0.052,12.258,,1,Seq Scan,Seq Scan on T,1,78,1,78,4922,981,0,0,,0,0,11,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",warmup,-,,,
I-0,default,2,Q16,json,1,0.032,76.142,,1,Seq Scan,Seq Scan on T,1,78,1,78,4922,1250,0,0,,0,0,11,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q16,jsonb,1,0.048,12.865,,1,Seq Scan,Seq Scan on T,1,78,1,78,4922,981,0,0,,0,0,11,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q16,jsonb,2,0.032,12.983,,1,Seq Scan,Seq Scan on T,1,78,1,78,4922,981,0,0,,0,0,11,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q16,json,2,0.031,76.852,,1,Seq Scan,Seq Scan on T,1,78,1,78,4922,1250,0,0,,0,0,11,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q16,json,3,0.043,78.319,,1,Seq Scan,Seq Scan on T,1,78,1,78,4922,1250,0,0,,0,0,11,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q16,jsonb,3,0.05,12.925,,1,Seq Scan,Seq Scan on T,1,78,1,78,4922,981,0,0,,0,0,11,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q16,jsonb,4,0.029,11.591,,1,Seq Scan,Seq Scan on T,1,78,1,78,4922,981,0,0,,0,0,11,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q16,json,4,0.032,92.134,,1,Seq Scan,Seq Scan on T,1,78,1,78,4922,1250,0,0,,0,0,11,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q16,json,5,0.046,76.158,,1,Seq Scan,Seq Scan on T,1,78,1,78,4922,1250,0,0,,0,0,11,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q16,jsonb,5,0.047,11.93,,1,Seq Scan,Seq Scan on T,1,78,1,78,4922,981,0,0,,0,0,11,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q16,jsonb,6,0.027,11.301,,1,Seq Scan,Seq Scan on T,1,78,1,78,4922,981,0,0,,0,0,11,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q16,json,6,0.032,87.261,,1,Seq Scan,Seq Scan on T,1,78,1,78,4922,1250,0,0,,0,0,11,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q16,json,7,0.047,73.432,,1,Seq Scan,Seq Scan on T,1,78,1,78,4922,1250,0,0,,0,0,11,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q16,jsonb,7,0.047,11.784,,1,Seq Scan,Seq Scan on T,1,78,1,78,4922,981,0,0,,0,0,11,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q16,jsonb,8,0.028,11.832,,1,Seq Scan,Seq Scan on T,1,78,1,78,4922,981,0,0,,0,0,11,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q16,json,8,0.035,79.367,,1,Seq Scan,Seq Scan on T,1,78,1,78,4922,1250,0,0,,0,0,11,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q16,json,9,0.044,75.378,,1,Seq Scan,Seq Scan on T,1,78,1,78,4922,1250,0,0,,0,0,11,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q16,jsonb,9,0.047,12.03,,1,Seq Scan,Seq Scan on T,1,78,1,78,4922,981,0,0,,0,0,11,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q16,jsonb,10,0.093,11.512,,1,Seq Scan,Seq Scan on T,1,78,1,78,4922,981,0,0,,0,0,11,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q16,json,10,0.033,77.956,,1,Seq Scan,Seq Scan on T,1,78,1,78,4922,1250,0,0,,0,0,11,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q16,json,11,0.045,76.129,,1,Seq Scan,Seq Scan on T,1,78,1,78,4922,1250,0,0,,0,0,11,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q16,jsonb,11,0.042,11.837,,1,Seq Scan,Seq Scan on T,1,78,1,78,4922,981,0,0,,0,0,11,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q16,jsonb,12,0.027,11.746,,1,Seq Scan,Seq Scan on T,1,78,1,78,4922,981,0,0,,0,0,11,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q16,json,12,0.032,76.343,,1,Seq Scan,Seq Scan on T,1,78,1,78,4922,1250,0,0,,0,0,11,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q16,json,13,0.046,72.4,,1,Seq Scan,Seq Scan on T,1,78,1,78,4922,1250,0,0,,0,0,11,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q16,jsonb,13,0.032,11.619,,1,Seq Scan,Seq Scan on T,1,78,1,78,4922,981,0,0,,0,0,11,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q16,jsonb,14,0.028,11.151,,1,Seq Scan,Seq Scan on T,1,78,1,78,4922,981,0,0,,0,0,11,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q16,json,14,0.029,116.942,,1,Seq Scan,Seq Scan on T,1,78,1,78,4922,1250,0,0,,0,0,11,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q16,json,15,0.054,74.296,,1,Seq Scan,Seq Scan on T,1,78,1,78,4922,1250,0,0,,0,0,11,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q16,jsonb,15,0.046,11.963,,1,Seq Scan,Seq Scan on T,1,78,1,78,4922,981,0,0,,0,0,11,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q16,json,1,0.03,80.342,0.014,1,Seq Scan,Seq Scan on T,1,78,1,78,4922,1250,0,0,,0,0,11,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",detail,-,,,
I-0,default,2,Q16,jsonb,1,0.048,12.106,0.008,1,Seq Scan,Seq Scan on T,1,78,1,78,4922,981,0,0,,0,0,11,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",detail,-,,,
I-0,default,2,Q17,json,1,0.058,118.208,,1,Aggregate,Aggregate [Seq Scan on T],200,8,5000,5000,,1250,0,0,,0,6,13,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",warmup,-,,,
I-0,default,2,Q17,jsonb,1,0.071,12.434,,1,Aggregate,Aggregate [Seq Scan on T],5000,8,5000,5000,,981,0,0,,0,3,13,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",warmup,-,,,
I-0,default,2,Q17,json,2,0.042,104.502,,1,Aggregate,Aggregate [Seq Scan on T],200,8,5000,5000,,1250,0,0,,0,0,13,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",warmup,-,,,
I-0,default,2,Q17,jsonb,2,0.053,11.472,,1,Aggregate,Aggregate [Seq Scan on T],5000,8,5000,5000,,981,0,0,,0,0,13,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",warmup,-,,,
I-0,default,2,Q17,json,3,0.088,100.163,,1,Aggregate,Aggregate [Seq Scan on T],200,8,5000,5000,,1250,0,0,,0,0,13,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",warmup,-,,,
I-0,default,2,Q17,jsonb,3,0.052,11.278,,1,Aggregate,Aggregate [Seq Scan on T],5000,8,5000,5000,,981,0,0,,0,0,13,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",warmup,-,,,
I-0,default,2,Q17,json,1,0.074,112.95,,1,Aggregate,Aggregate [Seq Scan on T],200,8,5000,5000,,1250,0,0,,0,0,13,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q17,jsonb,1,0.057,12.227,,1,Aggregate,Aggregate [Seq Scan on T],5000,8,5000,5000,,981,0,0,,0,0,13,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q17,jsonb,2,0.031,11.466,,1,Aggregate,Aggregate [Seq Scan on T],5000,8,5000,5000,,981,0,0,,0,0,13,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q17,json,2,0.035,112.449,,1,Aggregate,Aggregate [Seq Scan on T],200,8,5000,5000,,1250,0,0,,0,0,13,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q17,json,3,0.056,96.915,,1,Aggregate,Aggregate [Seq Scan on T],200,8,5000,5000,,1250,0,0,,0,0,13,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q17,jsonb,3,0.049,11.195,,1,Aggregate,Aggregate [Seq Scan on T],5000,8,5000,5000,,981,0,0,,0,0,13,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q17,jsonb,4,0.027,16.962,,1,Aggregate,Aggregate [Seq Scan on T],5000,8,5000,5000,,981,0,0,,0,0,13,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q17,json,4,0.042,98.847,,1,Aggregate,Aggregate [Seq Scan on T],200,8,5000,5000,,1250,0,0,,0,0,13,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q17,json,5,0.047,101.654,,1,Aggregate,Aggregate [Seq Scan on T],200,8,5000,5000,,1250,0,0,,0,0,13,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q17,jsonb,5,0.126,11.606,,1,Aggregate,Aggregate [Seq Scan on T],5000,8,5000,5000,,981,0,0,,0,0,13,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q17,jsonb,6,0.033,16.172,,1,Aggregate,Aggregate [Seq Scan on T],5000,8,5000,5000,,981,0,0,,0,0,13,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q17,json,6,0.041,101.14,,1,Aggregate,Aggregate [Seq Scan on T],200,8,5000,5000,,1250,0,0,,0,0,13,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q17,json,7,0.051,103.286,,1,Aggregate,Aggregate [Seq Scan on T],200,8,5000,5000,,1250,0,0,,0,0,13,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q17,jsonb,7,0.056,11.754,,1,Aggregate,Aggregate [Seq Scan on T],5000,8,5000,5000,,981,0,0,,0,0,13,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q17,jsonb,8,0.029,14.104,,1,Aggregate,Aggregate [Seq Scan on T],5000,8,5000,5000,,981,0,0,,0,0,13,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q17,json,8,0.04,102.176,,1,Aggregate,Aggregate [Seq Scan on T],200,8,5000,5000,,1250,0,0,,0,0,13,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q17,json,9,0.078,100.332,,1,Aggregate,Aggregate [Seq Scan on T],200,8,5000,5000,,1250,0,0,,0,0,13,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q17,jsonb,9,0.05,13.31,,1,Aggregate,Aggregate [Seq Scan on T],5000,8,5000,5000,,981,0,0,,0,0,13,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q17,jsonb,10,0.044,12.301,,1,Aggregate,Aggregate [Seq Scan on T],5000,8,5000,5000,,981,0,0,,0,0,13,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q17,json,10,0.049,99.064,,1,Aggregate,Aggregate [Seq Scan on T],200,8,5000,5000,,1250,0,0,,0,0,13,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q17,json,11,0.048,99.428,,1,Aggregate,Aggregate [Seq Scan on T],200,8,5000,5000,,1250,0,0,,0,0,13,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q17,jsonb,11,0.053,11.475,,1,Aggregate,Aggregate [Seq Scan on T],5000,8,5000,5000,,981,0,0,,0,0,13,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q17,jsonb,12,0.028,10.98,,1,Aggregate,Aggregate [Seq Scan on T],5000,8,5000,5000,,981,0,0,,0,0,13,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q17,json,12,0.034,112.288,,1,Aggregate,Aggregate [Seq Scan on T],200,8,5000,5000,,1250,0,0,,0,0,13,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q17,json,13,0.052,98.794,,1,Aggregate,Aggregate [Seq Scan on T],200,8,5000,5000,,1250,0,0,,0,0,13,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q17,jsonb,13,0.054,12.29,,1,Aggregate,Aggregate [Seq Scan on T],5000,8,5000,5000,,981,0,0,,0,0,13,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q17,jsonb,14,0.034,11.254,,1,Aggregate,Aggregate [Seq Scan on T],5000,8,5000,5000,,981,0,0,,0,0,13,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q17,json,14,0.033,128.741,,1,Aggregate,Aggregate [Seq Scan on T],200,8,5000,5000,,1250,0,0,,0,0,13,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q17,json,15,0.053,110.939,,1,Aggregate,Aggregate [Seq Scan on T],200,8,5000,5000,,1250,0,0,,0,0,13,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q17,jsonb,15,0.057,15.52,,1,Aggregate,Aggregate [Seq Scan on T],5000,8,5000,5000,,981,0,0,,0,0,13,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q17,json,1,0.036,99.812,0.004,1,Aggregate,Aggregate [Seq Scan on T],200,8,5000,5000,,1250,0,0,,0,0,13,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",detail,-,,,
I-0,default,2,Q17,jsonb,1,0.051,12.07,0.003,1,Aggregate,Aggregate [Seq Scan on T],5000,8,5000,5000,,981,0,0,,0,0,13,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",detail,-,,,
I-0,default,2,Q09,json,1,0.046,55.29,,15,Seq Scan,Seq Scan on T,25,1528,25,1528,3472,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",warmup,-,,,
I-0,default,2,Q09,jsonb,1,0.041,10.561,,15,Seq Scan,Seq Scan on T,25,1528,25,1528,3472,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",warmup,-,,,
I-0,default,2,Q09,json,2,0.026,63.969,,15,Seq Scan,Seq Scan on T,25,1528,25,1528,3472,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",warmup,-,,,
I-0,default,2,Q09,jsonb,2,0.037,11.722,,15,Seq Scan,Seq Scan on T,25,1528,25,1528,3472,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",warmup,-,,,
I-0,default,2,Q09,json,3,0.028,58.484,,15,Seq Scan,Seq Scan on T,25,1528,25,1528,3472,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",warmup,-,,,
I-0,default,2,Q09,jsonb,3,0.044,10.822,,15,Seq Scan,Seq Scan on T,25,1528,25,1528,3472,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",warmup,-,,,
I-0,default,2,Q09,json,1,0.025,58.693,,15,Seq Scan,Seq Scan on T,25,1528,25,1528,3472,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q09,jsonb,1,0.032,11.059,,15,Seq Scan,Seq Scan on T,25,1528,25,1528,3472,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q09,jsonb,2,0.023,10.187,,15,Seq Scan,Seq Scan on T,25,1528,25,1528,3472,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q09,json,2,0.027,69.638,,15,Seq Scan,Seq Scan on T,25,1528,25,1528,3472,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q09,json,3,0.052,57.655,,15,Seq Scan,Seq Scan on T,25,1528,25,1528,3472,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q09,jsonb,3,0.031,11.256,,15,Seq Scan,Seq Scan on T,25,1528,25,1528,3472,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q09,jsonb,4,0.025,11.166,,15,Seq Scan,Seq Scan on T,25,1528,25,1528,3472,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q09,json,4,0.032,58.143,,15,Seq Scan,Seq Scan on T,25,1528,25,1528,3472,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q09,json,5,0.034,53.876,,15,Seq Scan,Seq Scan on T,25,1528,25,1528,3472,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,2,Q09,jsonb,5,0.03,11.381,,15,Seq Scan,Seq Scan on T,25,1528,25,1528,3472,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
