phase,mode,batch,query,type,round,planning_ms,execution_ms,serialization_ms,output_kb,top_node,plan_shape,top_plan_rows,top_actual_rows,scan_plan_rows,scan_actual_rows,scan_rows_removed_by_filter,shared_hit_blocks,shared_read_blocks,temp_written_blocks,io_read_ms,serialization_shared_hit_blocks,planning_shared_hit_blocks,planning_memory_used_kb,jit,settings,kind,indexes_used,exact_heap_blocks,lossy_heap_blocks,rows_removed_by_index_recheck
I-0,default,1,Q07,json,1,1.326,56.009,,1,Seq Scan,Seq Scan on T,25,12,25,12,4988,1250,0,0,,0,8,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",warmup,-,,,
I-0,default,1,Q07,jsonb,1,1.18,12.735,,1,Seq Scan,Seq Scan on T,25,12,25,12,4988,981,0,0,,0,8,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",warmup,-,,,
I-0,default,1,Q07,json,2,0.026,57.853,,1,Seq Scan,Seq Scan on T,25,12,25,12,4988,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",warmup,-,,,
I-0,default,1,Q07,jsonb,2,0.04,10.607,,1,Seq Scan,Seq Scan on T,25,12,25,12,4988,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",warmup,-,,,
I-0,default,1,Q07,json,3,0.027,55.434,,1,Seq Scan,Seq Scan on T,25,12,25,12,4988,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",warmup,-,,,
I-0,default,1,Q07,jsonb,3,0.043,10.515,,1,Seq Scan,Seq Scan on T,25,12,25,12,4988,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",warmup,-,,,
I-0,default,1,Q07,json,1,0.026,55.347,,1,Seq Scan,Seq Scan on T,25,12,25,12,4988,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q07,jsonb,1,0.04,10.609,,1,Seq Scan,Seq Scan on T,25,12,25,12,4988,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q07,jsonb,2,0.041,10.077,,1,Seq Scan,Seq Scan on T,25,12,25,12,4988,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q07,json,2,0.044,57.077,,1,Seq Scan,Seq Scan on T,25,12,25,12,4988,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q07,json,3,0.044,57.491,,1,Seq Scan,Seq Scan on T,25,12,25,12,4988,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q07,jsonb,3,0.041,10.626,,1,Seq Scan,Seq Scan on T,25,12,25,12,4988,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q07,jsonb,4,0.025,9.945,,1,Seq Scan,Seq Scan on T,25,12,25,12,4988,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q07,json,4,0.025,56.771,,1,Seq Scan,Seq Scan on T,25,12,25,12,4988,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q07,json,5,0.044,54.225,,1,Seq Scan,Seq Scan on T,25,12,25,12,4988,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q07,jsonb,5,0.045,13.413,,1,Seq Scan,Seq Scan on T,25,12,25,12,4988,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q07,jsonb,6,0.042,11.165,,1,Seq Scan,Seq Scan on T,25,12,25,12,4988,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q07,json,6,0.059,63.862,,1,Seq Scan,Seq Scan on T,25,12,25,12,4988,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q07,json,7,0.046,55.82,,1,Seq Scan,Seq Scan on T,25,12,25,12,4988,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q07,jsonb,7,0.046,13.093,,1,Seq Scan,Seq Scan on T,25,12,25,12,4988,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q07,jsonb,8,0.044,11.377,,1,Seq Scan,Seq Scan on T,25,12,25,12,4988,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q07,json,8,0.033,57.08,,1,Seq Scan,Seq Scan on T,25,12,25,12,4988,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q07,json,9,0.04,60.823,,1,Seq Scan,Seq Scan on T,25,12,25,12,4988,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q07,jsonb,9,0.066,10.765,,1,Seq Scan,Seq Scan on T,25,12,25,12,4988,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q07,jsonb,10,0.024,10.364,,1,Seq Scan,Seq Scan on T,25,12,25,12,4988,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q07,json,10,0.026,62.884,,1,Seq Scan,Seq Scan on T,25,12,25,12,4988,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q07,json,11,0.046,53.24,,1,Seq Scan,Seq Scan on T,25,12,25,12,4988,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q07,jsonb,11,0.032,10.385,,1,Seq Scan,Seq Scan on T,25,12,25,12,4988,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q07,jsonb,12,0.024,10.221,,1,Seq Scan,Seq Scan on T,25,12,25,12,4988,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q07,json,12,0.028,57.764,,1,Seq Scan,Seq Scan on T,25,12,25,12,4988,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q07,json,13,0.046,53.773,,1,Seq Scan,Seq Scan on T,25,12,25,12,4988,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q07,jsonb,13,0.034,10.2,,1,Seq Scan,Seq Scan on T,25,12,25,12,4988,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q07,jsonb,14,0.024,9.889,,1,Seq Scan,Seq Scan on T,25,12,25,12,4988,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q07,json,14,0.026,58.184,,1,Seq Scan,Seq Scan on T,25,12,25,12,4988,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q07,json,15,0.044,52.844,,1,Seq Scan,Seq Scan on T,25,12,25,12,4988,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q07,jsonb,15,0.041,10.304,,1,Seq Scan,Seq Scan on T,25,12,25,12,4988,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q07,json,1,0.043,55.738,0.003,1,Seq Scan,Seq Scan on T,25,12,25,12,4988,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",detail,-,,,
I-0,default,1,Q07,jsonb,1,0.037,10.639,0.002,1,Seq Scan,Seq Scan on T,25,12,25,12,4988,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",detail,-,,,
I-0,default,1,Q08,json,1,0.026,110.273,,3,Seq Scan,Seq Scan on T,25,225,25,225,4775,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",warmup,-,,,
I-0,default,1,Q08,jsonb,1,0.047,11.254,,3,Seq Scan,Seq Scan on T,25,225,25,225,4775,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",warmup,-,,,
I-0,default,1,Q08,json,2,0.027,107.637,,3,Seq Scan,Seq Scan on T,25,225,25,225,4775,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",warmup,-,,,
I-0,default,1,Q08,jsonb,2,0.047,11.515,,3,Seq Scan,Seq Scan on T,25,225,25,225,4775,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",warmup,-,,,
I-0,default,1,Q08,json,3,0.029,99.344,,3,Seq Scan,Seq Scan on T,25,225,25,225,4775,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",warmup,-,,,
I-0,default,1,Q08,jsonb,3,0.044,11.232,,3,Seq Scan,Seq Scan on T,25,225,25,225,4775,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",warmup,-,,,
I-0,default,1,Q08,json,1,0.027,102.014,,3,Seq Scan,Seq Scan on T,25,225,25,225,4775,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q08,jsonb,1,0.046,12.966,,3,Seq Scan,Seq Scan on T,25,225,25,225,4775,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q08,jsonb,2,0.04,12.003,,3,Seq Scan,Seq Scan on T,25,225,25,225,4775,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q08,json,2,0.031,104.224,,3,Seq Scan,Seq Scan on T,25,225,25,225,4775,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q08,json,3,0.04,98.208,,3,Seq Scan,Seq Scan on T,25,225,25,225,4775,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q08,jsonb,3,0.042,10.701,,3,Seq Scan,Seq Scan on T,25,225,25,225,4775,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q08,jsonb,4,0.024,10.618,,3,Seq Scan,Seq Scan on T,25,225,25,225,4775,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q08,json,4,0.045,102.588,,3,Seq Scan,Seq Scan on T,25,225,25,225,4775,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q08,json,5,0.045,99.888,,3,Seq Scan,Seq Scan on T,25,225,25,225,4775,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q08,jsonb,5,0.046,11.972,,3,Seq Scan,Seq Scan on T,25,225,25,225,4775,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q08,jsonb,6,0.027,10.907,,3,Seq Scan,Seq Scan on T,25,225,25,225,4775,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q08,json,6,0.043,99.796,,3,Seq Scan,Seq Scan on T,25,225,25,225,4775,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q08,json,7,0.044,100.969,,3,Seq Scan,Seq Scan on T,25,225,25,225,4775,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q08,jsonb,7,0.043,10.86,,3,Seq Scan,Seq Scan on T,25,225,25,225,4775,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q08,jsonb,8,0.023,10.673,,3,Seq Scan,Seq Scan on T,25,225,25,225,4775,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q08,json,8,0.029,101.05,,3,Seq Scan,Seq Scan on T,25,225,25,225,4775,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q08,json,9,0.045,99.63,,3,Seq Scan,Seq Scan on T,25,225,25,225,4775,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q08,jsonb,9,0.044,11.725,,3,Seq Scan,Seq Scan on T,25,225,25,225,4775,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q08,jsonb,10,0.034,11.39,,3,Seq Scan,Seq Scan on T,25,225,25,225,4775,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q08,json,10,0.028,100.629,,3,Seq Scan,Seq Scan on T,25,225,25,225,4775,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q08,json,11,0.043,97.971,,3,Seq Scan,Seq Scan on T,25,225,25,225,4775,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q08,jsonb,11,0.036,11.955,,3,Seq Scan,Seq Scan on T,25,225,25,225,4775,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q08,jsonb,12,0.031,10.343,,3,Seq Scan,Seq Scan on T,25,225,25,225,4775,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q08,json,12,0.027,117.018,,3,Seq Scan,Seq Scan on T,25,225,25,225,4775,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q08,json,13,0.044,96.374,,3,Seq Scan,Seq Scan on T,25,225,25,225,4775,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q08,jsonb,13,0.042,10.957,,3,Seq Scan,Seq Scan on T,25,225,25,225,4775,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q08,jsonb,14,0.027,10.58,,3,Seq Scan,Seq Scan on T,25,225,25,225,4775,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q08,json,14,0.026,125.271,,3,Seq Scan,Seq Scan on T,25,225,25,225,4775,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q08,json,15,0.045,103.503,,3,Seq Scan,Seq Scan on T,25,225,25,225,4775,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q08,jsonb,15,0.071,11.086,,3,Seq Scan,Seq Scan on T,25,225,25,225,4775,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q08,json,1,0.026,106.839,0.026,3,Seq Scan,Seq Scan on T,25,225,25,225,4775,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",detail,-,,,
I-0,default,1,Q08,jsonb,1,0.045,11.006,0.016,3,Seq Scan,Seq Scan on T,25,225,25,225,4775,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",detail,-,,,
I-0,default,1,Q10,json,1,0.045,99.934,,1,Seq Scan,Seq Scan on T,25,30,25,30,4970,1250,0,0,,0,11,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",warmup,-,,,
I-0,default,1,Q10,jsonb,1,0.04,10.809,,1,Seq Scan,Seq Scan on T,25,30,25,30,4970,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",warmup,-,,,
I-0,default,1,Q10,json,2,0.027,103.655,,1,Seq Scan,Seq Scan on T,25,30,25,30,4970,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",warmup,-,,,
I-0,default,1,Q10,jsonb,2,0.047,10.879,,1,Seq Scan,Seq Scan on T,25,30,25,30,4970,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",warmup,-,,,
I-0,default,1,Q10,json,3,0.043,103.863,,1,Seq Scan,Seq Scan on T,25,30,25,30,4970,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",warmup,-,,,
I-0,default,1,Q10,jsonb,3,0.046,11.06,,1,Seq Scan,Seq Scan on T,25,30,25,30,4970,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",warmup,-,,,
I-0,default,1,Q10,json,1,0.027,125.037,,1,Seq Scan,Seq Scan on T,25,30,25,30,4970,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q10,jsonb,1,0.047,11.018,,1,Seq Scan,Seq Scan on T,25,30,25,30,4970,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q10,jsonb,2,0.044,10.477,,1,Seq Scan,Seq Scan on T,25,30,25,30,4970,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q10,json,2,0.045,99.914,,1,Seq Scan,Seq Scan on T,25,30,25,30,4970,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q10,json,3,0.042,97.956,,1,Seq Scan,Seq Scan on T,25,30,25,30,4970,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q10,jsonb,3,0.043,10.654,,1,Seq Scan,Seq Scan on T,25,30,25,30,4970,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q10,jsonb,4,0.025,11.966,,1,Seq Scan,Seq Scan on T,25,30,25,30,4970,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q10,json,4,0.039,104.581,,1,Seq Scan,Seq Scan on T,25,30,25,30,4970,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q10,json,5,0.047,98.634,,1,Seq Scan,Seq Scan on T,25,30,25,30,4970,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q10,jsonb,5,0.044,10.945,,1,Seq Scan,Seq Scan on T,25,30,25,30,4970,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q10,jsonb,6,0.024,11.335,,1,Seq Scan,Seq Scan on T,25,30,25,30,4970,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q10,json,6,0.042,106.953,,1,Seq Scan,Seq Scan on T,25,30,25,30,4970,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q10,json,7,0.046,99.521,,1,Seq Scan,Seq Scan on T,25,30,25,30,4970,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q10,jsonb,7,0.041,11.129,,1,Seq Scan,Seq Scan on T,25,30,25,30,4970,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q10,jsonb,8,0.026,10.605,,1,Seq Scan,Seq Scan on T,25,30,25,30,4970,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q10,json,8,0.028,104.081,,1,Seq Scan,Seq Scan on T,25,30,25,30,4970,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q10,json,9,0.079,121.139,,1,Seq Scan,Seq Scan on T,25,30,25,30,4970,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q10,jsonb,9,0.045,11.032,,1,Seq Scan,Seq Scan on T,25,30,25,30,4970,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q10,jsonb,10,0.026,11.778,,1,Seq Scan,Seq Scan on T,25,30,25,30,4970,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q10,json,10,0.037,100.83,,1,Seq Scan,Seq Scan on T,25,30,25,30,4970,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q10,json,11,0.038,115.005,,1,Seq Scan,Seq Scan on T,25,30,25,30,4970,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q10,jsonb,11,0.045,10.837,,1,Seq Scan,Seq Scan on T,25,30,25,30,4970,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q10,jsonb,12,0.025,11.567,,1,Seq Scan,Seq Scan on T,25,30,25,30,4970,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q10,json,12,0.037,100.442,,1,Seq Scan,Seq Scan on T,25,30,25,30,4970,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q10,json,13,0.045,103.718,,1,Seq Scan,Seq Scan on T,25,30,25,30,4970,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q10,jsonb,13,0.046,11.292,,1,Seq Scan,Seq Scan on T,25,30,25,30,4970,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q10,jsonb,14,0.031,10.803,,1,Seq Scan,Seq Scan on T,25,30,25,30,4970,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q10,json,14,0.032,99.979,,1,Seq Scan,Seq Scan on T,25,30,25,30,4970,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q10,json,15,0.043,113.68,,1,Seq Scan,Seq Scan on T,25,30,25,30,4970,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q10,jsonb,15,0.044,10.807,,1,Seq Scan,Seq Scan on T,25,30,25,30,4970,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",measure,-,,,
I-0,default,1,Q10,json,1,0.027,102.089,0.008,1,Seq Scan,Seq Scan on T,25,30,25,30,4970,1250,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",detail,-,,,
I-0,default,1,Q10,jsonb,1,0.045,11.034,0.004,1,Seq Scan,Seq Scan on T,25,30,25,30,4970,981,0,0,,0,0,9,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",detail,-,,,
I-0,default,1,Q11a,json,1,0.047,131.133,,5,Seq Scan,Seq Scan on T,25,422,25,422,4578,1250,0,0,,0,3,11,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",warmup,-,,,
I-0,default,1,Q11a,jsonb,1,0.053,13.756,,5,Seq Scan,Seq Scan on T,25,422,25,422,4578,981,0,0,,0,0,11,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",warmup,-,,,
I-0,default,1,Q11a,json,2,0.032,114.1,,5,Seq Scan,Seq Scan on T,25,422,25,422,4578,1250,0,0,,0,0,11,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",warmup,-,,,
I-0,default,1,Q11a,jsonb,2,0.063,14.458,,5,Seq Scan,Seq Scan on T,25,422,25,422,4578,981,0,0,,0,0,11,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",warmup,-,,,
I-0,default,1,Q11a,json,3,0.036,116.155,,5,Seq Scan,Seq Scan on T,25,422,25,422,4578,1250,0,0,,0,0,11,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",warmup,-,,,
I-0,default,1,Q11a,jsonb,3,0.051,13.395,,5,Seq Scan,Seq Scan on T,25,422,25,422,4578,981,0,0,,0,0,11,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",warmup,-,,,
